industry,business name,address,external link,phone number,additional_info,emails,business hours
Transportation,Bunker & Sons Transportation,"66 Harkins Rd Salinas, CA 93908",,(831) 757-1447,"Transportation Services, Trucking Companies",[],
Transportation,Hexagon Transportation Conslnt,"4377 1st St Ste A Pleasanton, CA 94566",,(925) 225-1439,Transportation Services,[],
Transportation,Great Western Transportation,"5000 Pleasanton Ave Pleasanton, CA 94566",,(925) 249-5126,Transportation Services,[],
Logistics,Logistics,"13735 Victory Blvd Van Nuys, CA 91401",,(818) 782-7102,Business Consultants,[],
Logistics,Roofing Logistics,"6136 Foothill Blvd Oakland, CA 94605",,(510) 878-2561,"Roofing Contractors, Home Remodeling Contractors",[],
Logistics,24x7 Logistics,"45176 Imnaha Ct Fremont, CA 94539",,(510) 490-2228,Business Consultants,[],
Logistics,CEVA Logistics,"14613 Bar Harbor Rd Fontana, CA 92336",,(310) 427-4753,"Freight Forwarding, Transportation Services",[],
Logistics,Andrew's Logistics,"800 S Milpitas Blvd Milpitas, CA 95035",,(408) 263-1495,Shipping,[],
Logistics,Justo Logistics,"3300 Keller St Santa Clara, CA 95054",,(408) 496-6205,Business Consultants,[],
Logistics,Forever Logistics,"3767 S Golden State Blvd Fresno, CA 93725",,(559) 233-7777,Business Consultants,[],
Logistics,Transervice Logistics,"16639 Gale Ave City of Industry, CA 91745",,(626) 934-1200,Business Consultants,[],
Logistics,Sparx Logistics,"4909 Lakewood Blvd Ste 303 Lakewood, CA 90712",,(562) 602-5508,Business Consultants,[],
Logistics,Icat Logistics,"530 E Trimble Rd San Jose, CA 95131",,(408) 955-9029,Freight Forwarding,[],
Logistics,Miru Logistics,"13120 Burton St North Hollywood, CA 91605",,(818) 797-4444,Trucking Companies,[],
Logistics,Jpm Logistics,"920 W Hillcrest Blvd Inglewood, CA 90301",,(310) 641-5705,Customs Brokers,[],
Logistics,Apl Logistics,"3737 Birch St Ste 400 Newport Beach, CA 92660",,(949) 852-2400,Business Consultants,[],
Logistics,Pj Logistics,"15204 S Broadway Gardena, CA 90248",,(310) 515-0708,Moving Companies,[],
Logistics,Brock Logistics,"4460 W Shaw Ave # 368 Fresno, CA 93722",,(559) 500-1268,"Business Consultants, Trucking Companies",[],
Logistics,Hight Logistics,"1661 E 32nd St Long Beach, CA 90807",,(562) 349-1721,Business Consultants,[],
Logistics,Juno Logistics,"5422 W Rosecrans Ave Hawthorne, CA 90250",,(310) 693-0012,Motor Freight Trucking,[],
Logistics,Cortrans Logistics,"2750 Mercantile Dr Rancho Cordova, CA 95742",,(916) 400-3664,Storage,[],
Logistics,Americold Logistics,"5361 Santa Ana St Ontario, CA 91761",,(909) 937-3417,Cold Storage,[],
Logistics,Bakari Logistics,"1243 E Drummond Ave Fresno, CA 93706",,(559) 213-6839,Business Consultants,[],
Logistics,Seko Logistics,"1550 Charles Willard St Carson, CA 90746",,(310) 803-5860,"Business Consultants, Freight Forwarding",[],
Logistics,Hansair Logistics,"20312 Hermana Cir Lake Forest, CA 92630",,(949) 837-1006,"Aircraft Parts, Aircraft Manufacturers, Government Contractors, Aircraft Equipment Manufacturers",[],
Logistics,ASC Logistics,"14710 S Maple Ave Gardena, CA 90248",,(310) 523-5884,Business Consultants,[],
Logistics,Presto Logistics,"28310 Roadside Dr Agoura Hills, CA 91301",,(818) 706-8000,Moving Companies,[],
Logistics,Agility Logistics,"19688 Van Ness Ave Torrance, CA 90501",,(310) 972-5300,Business Consultants,[],
Logistics,Cal Logistics,"4700 E 48th St Vernon, CA 90058",,(323) 277-9739,"Transportation Services, Business Consultants",[],
Logistics,Lan Logistics,"1520 W 11th St Long Beach, CA 90813",,(562) 590-7551,Trucking Companies,[],
Logistics,Laverna Logistics,"125 E Glenoaks Blvd Glendale, CA 91207",,(747) 389-8035,International Shipping,[],"Business Hours: Mon 08:00-17:00,Tue 08:00-17:00,Wed 08:00-17:00,Thr 08:00-17:00,Fri 08:00-17:30"
Logistics,Estes Logistics,"9393 Arrow Rte Rancho Cucamonga, CA 91730",https://apis.elocal.com/tracker/track?q=f5248c9d540b0790f72ea48d363cf04008be1dac304147616a2a17c4f23a132228268b2335ff337a04b2150ab7d31c2e6f12111f72f485f26b7f320ef022f74e90abdc84ac4b199f0368480e66554672bfbfebaf5295289c0ea50983483f3ab8ddc51e80c1b304955a9751d1bbf1c56d92fd9cacfb7eb8df601dc7aea1b0a56318f955d54b687826f5b565d33c0a60d81a0170ad9b7bc97cf46a515b342f5a10df00025e2290d5507bd6475bae82c855c9acf5d9e7ff32e727c14a17c8d4116ce05158da066e3366c3a699cd472e664ea63f291f5ce54fcad3434e804dae0832126138e2151e98208267d38f0a0a05a90f9706a2dfbe0c5b868fbe0db3858b968f6b3683c01f808c6bf30d30e77cd0358e3c96da6d4e1082233c77412a6e2d7633899feffa6c2e6c284db0ac2ae084640ea4afcedc11954f19c26d5b4febf13018c5b7416bfd46af81f96659103d00b9d5cd801fb4c54200c16cdd88d00c483a30ad3ca3cbeba0401cce9c956bb6d72c9ba2192ee42635f6b7946fe1053e6377b7f65e7d97a483f09775bd7136ae8122283bc8ce42777347ac1a301cce1b7678fe1094e7d7cac3d202a03481ddb984372d107dbd15b8cbbf436449d47f56ac98d05e100ff8ea77959b738ddd43a192b444f632f9b18b520d4ea3b38bf5c2a069a959bbcd230e61069a6bde900093ed4e5ae75a754a304e54b4a29445e1b7f80ce4666b5f048775c39cb2e9d0c66b3f6fa1c9c152650be2afdbbfc74e5f33c1fd4ef74da0640cd0c0d7833b00877c3503aeb258e3e1a95be565b0b0423fe6fcc6ca5054f2dd5c3faf8f10dd7d821d96aa86ad4f9dc121f69af766401526e4fa2434d0166e582da72f9fbc8d28c50f8427114b045792919fe20451e75f17ebc3f6e455b8bd4b539d3a55e19aff389abc85f0c371e6cd9fc5a1cfa1b28b8d817fb6b5575d0bad02f553f3d4fe8f0594daf3b482d1e54ceafd58a5a652f0db31cf1bbc40dae3bb4696ee03577da3721bfb4a57799e717309f0f6ba12b2b31bfd1cc4cabba0f55238792e3b17656d602eb46ab386b1dcd930af9b63c432a55f83e5700db2eadeb290e511b565fd992e782e07,(909) 532-8438,Agriculture & Forestry,"['estespickups@estes-express.com', 'claims@estes-express.com', 'WebSupport@estes-express.com', 'EDI@estes-express.com', 'EstesLogistics@estes-express.com', 'custsrv@estes-express.com', 'tc.custsrv@estes-express.com', 'PublicRelations@estes-express.com', 'paymentservices@estes-express.com', 'ACHpayments@estes-express.com', 'timecritical@estes-express.com', 'ccpayment@estes-express.com', 'HomeDelivery@estes-express.com']","Business Hours: Sun 00:00-00:00,Mon 00:00-00:00,Tue 00:00-00:00,Wed 00:00-00:00,Thr 00:00-00:00,Fri 00:00-00:00,Sat 00:00-00:00"
Logistics,Moulton Logistics,"7855 Hayvenhurst Ave Van Nuys, CA 91406",,(818) 778-6454,"Transportation Services, Business Consultants",[],
Logistics,Fidelitone Logistics,"9080 Activity Rd San Diego, CA 92126",,(858) 578-0441,"Trucking Companies, Business Consultants",[],
Logistics,Anyway Logistics,"2690 N Marks Ave Ste 102 Fresno, CA 93722",,(559) 485-7711,Transportation Services,[],
Logistics,Rem Logistics,"40170 Via Sonoro Murrieta, CA 92562",,(951) 600-2673,"Government Contractors, Transportation Services",[],
Logistics,Waves Logistics,"110 Pine Ave Ste 305 Long Beach, CA 90802",,(562) 628-0568,"Boat Parts & Equipment, Exporters, Marine Equipment Manufacturers, Courier Services, Marine Electronic Equipment Repair, Wholesale Marine Equipment",[],
Logistics,JKS Logistics,"820 Park Row Salinas, CA 93901",,(831) 751-3598,Business Consultants,[],
Logistics,Evo Logistics,"10722 S La Cienega Blvd Inglewood, CA 90304",,(310) 410-0713,Business Consultants,[],
Logistics,Apex Logistics,"90 S Spruce Ave South San Francisco, CA 94080",,(650) 763-1082,Freight Forwarding,[],
Logistics,Kesco Logistics,"17595 Almahurst St Ste 210 City of Industry, CA 91748",,(310) 568-1868,Freight Forwarding,[],
Logistics,Apl Logistics,"408 Brea Canyon Rd City of Industry, CA 91789",,(909) 594-4359,Business Consultants,[],
Logistics,Trend Logistics,"7375 Day Creek Blvd # 103-183 Rancho Cucamonga, CA 91739",,(909) 641-8421,Transportation Services,[],
Logistics,Dunkel Logistics,"44850 Industrial Dr Fremont, CA 94538",,(510) 226-9050,"Transportation Services, Business Consultants",[],
Logistics,Jbs Logistics,"200 Montalvo Dr Bakersfield, CA 93309",,(661) 636-6413,Business Consultants,[],
Logistics,Tang Logistics,"3120 E Via Mondo Compton, CA 90221",,(310) 898-1515,"Household Storage, Storage",[],
Logistics,Perimenter Logistics,"345 W Victoria St Gardena, CA 90248",,(310) 324-3491,"Transportation Services, Business Consultants",[],
Logistics,Rancho Logistics,"11671 Dayton Dr Rancho Cucamonga, CA 91730",,(909) 980-2011,"Advertising, Wholesale Distribution Centers",[],
Logistics,DSC Logistics,"13204 Jurupa Ave Fontana, CA 92337",,(951) 361-9156,Business Consultants,[],
Logistics,Rrl Logistics,"245 E Valley Blvd Rialto, CA 92376",,(909) 640-7030,Business Consultants,[],
Logistics,Sunshine Logistics,"14392 Hoover St Westminster, CA 92683",,(714) 892-2121,Freight Forwarding,[],
Logistics,Clay Logistics,"18933 Colima Rd Rowland Heights, CA 91748",,(626) 581-1111,Business Consultants,[],
Logistics,Toma Logistics,"505 N Mollison Ave Ste 103 El Cajon, CA 92021",,(619) 219-1989,Business Consultants,[],
Logistics,Leisure Logistics,"2989 Douglas St Anderson, CA 96007",,(530) 554-0689,Business Consultants,[],
Logistics,Norsky Logistics,"1913 Delaware Ave Santa Cruz, CA 95060",,(831) 600-7910,Transportation Services,[],
Logistics,Formosa Logistics,"805 S Lemon Ave Walnut, CA 91789",,(909) 468-2121,Wholesale Importers,[],
Logistics,Supreme Logistics,"4683 W Clinton Ave Unit 101 Fresno, CA 93722",,(559) 375-2065,Business Consultants,[],
Logistics,Winecare Logistics,"1245 Commerce Blvd American Canyon, CA 94503",,(707) 554-0600,Business Consultants,[],
Logistics,Alpha Logistics,"300 W Artesia Blvd Compton, CA 90220",,(310) 527-6987,"Motor Freight Trucking, Trucking Companies",[],
Logistics,Weber Logistics,"13530 Rosecrans Ave Santa Fe Springs, CA 90670",,(562) 802-8802,"Wholesale Importers, Trucking Companies, Advertising Agencies, Wholesale Distribution Centers, Household Storage, Self Storage, Advertising, Commercial Storage",[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED
Logistics,Nmc Logistics,"17870 Castleton St # 246 City of Industry, CA 91748",,(626) 581-8700,Freight Forwarding,[],
Logistics,Faith Logistics,"1625 El Dorado Way Turlock, CA 95382",,(209) 667-5507,"Shop Online, Professional Services",[],
Logistics,Zhl Logistics,"371 N Oak St Inglewood, CA 90302",,(310) 419-4444,Trucking Companies,[],
Logistics,Commerce Logistics,"995 Kittery Way Pinole, CA 94564",,(510) 283-6920,Business Consultants,[],
Logistics,Patriot Logistics,"4447 S Airport Way Stockton, CA 95206",,(209) 942-3111,"Storage, Trucking Companies, Transportation Services, Household Storage",[],
Logistics,Putnam Logistics,"16360 Monterey St Ste 220 Morgan Hill, CA 95037",,(408) 778-5515,Unclassified,[],
Logistics,Dmc Logistics,"2675 La Brucherie Rd Imperial, CA 92251",,(760) 355-8823,Trucking Companies,[],
Logistics,Ramp Logistics,"6485 Oak Cyn Irvine, CA 92618",,(562) 296-6350,"Commercial Storage, Business Consultants",[],Business Hours: Mon-Fri 8:30am-5:30pm
Logistics,Beacon Logistics,"16214 S Maple Ave Gardena, CA 90248",,(310) 366-1327,"Wholesale Paper Products, Paper Product Manufacturers, Exporters, Wholesale Packaging Materials",[],
Logistics,APL Logistics,"8291 Milliken Ave Rancho Cucamonga, CA 91730",,(909) 944-4500,"Commercial Storage, Storage, Business Consultants",[],
Logistics,Lineage Logistics,"21700 Barton Rd Colton, CA 92324",,(909) 433-3156,"Transportation Services, Shop Online, Business Consultants, Cold Storage",[],Business Hours: Mon. - Sun. 24 Hours
Logistics,Blackbird Logistics,"926 High St Oakland, CA 94601",,(510) 842-3180,Business Consultants,[],
Logistics,Ink Logistics,"423 S Westmoreland Ave Apt 313 Los Angeles, CA 90020",,(213) 254-8389,Transportation Services,[],
Logistics,APL Logistics,"180 E Ocean Blvd Ste 800 Long Beach, CA 90802",,(562) 624-5600,"Advertising Agencies, Railroads, Ocean Freight, Business Consultants",[],
Logistics,Rical Logistics,"9310 S La Cienega Blvd Inglewood, CA 90301",,(310) 338-8500,Freight Forwarding,[],
Logistics,Fw Logistics,"9180 Center Ave Ste B Rancho Cucamonga, CA 91730",,(618) 261-8051,Unclassified,[],
Logistics,Spa Logistics,"5240 W 111th St Los Angeles, CA 90045",,(310) 649-6616,"Transportation Services, Trucking Companies",[],
Logistics,Gtl Logistics,"1341 Gray Ave Yuba City, CA 95991",,(209) 858-1558,Business Consultants,[],
Logistics,Dolphin Logistics,"13025 Cerise Ave Hawthorne, CA 90250",,(626) 934-8886,"Transportation Services, Business Consultants",[],
Logistics,American Logistics,"60 98th Ave Oakland, CA 94603",,(510) 639-7885,Trucking Companies,[],
Logistics,Sequoia Logistics,"701 Marylyn Cir Petaluma, CA 94954",,(707) 981-8575,"Business Consultants, Transportation Services",[],
Logistics,Abs Logistics,"2445 S Watney Way Ste C Fairfield, CA 94533",,(707) 419-7667,"Transportation Services, Business Consultants",[],
Logistics,USA Logistics,"3124 Yorba Linda Blvd Fullerton, CA 92831",,(714) 225-3062,Unclassified,[],
Logistics,Tr Logistics,"1794 Andross Ave Yuba City, CA 95993",,(530) 755-0835,"Trucking Companies, Data Processing, Transportation Services",[],
Logistics,Lineage Logistics,"1349 La Brea Ave Santa Maria, CA 93458",,(805) 925-2703,"Business Consultants, Transportation Services, Cold Storage",[],
Logistics,Estes Logistics,"11980 S Harlan Rd Unit 30E Lathrop, CA 95330",https://apis.elocal.com/tracker/track?q=27e18f25c19f58319ceff282dd129b422e290eb81744a02960a22cc0343b417317638a0fdb48954c411a330eebd974d92ce607985a258b093147cd6af4d3aa32de2250f3bc4909b1157dcc40ba78f39736ad99186ac7aeb47c6227022cdf81e30e171b86a94f1bf16e21de3ee329a5e47db1ce72999f2010101a5eeb261f55de752d067c454364357894269e5ff348edf032375f963bc8598424b3dc195dead63e8f46881262ac8e58ab672f41fc4f56f42ce34a7d606424f08899dba8d2398c736674fb3eb35592f74e7612d9d4fe091c84e1799eab11af85da2c16898ead667fde5265accedc84527812b811280bcf45fbc725f5233f6e75177ca8ca3e45c00dd43d329ac2fc6291a79157211337c77869c6f5ddbc4e5467d8dddc4720b3fcc83ff24a7eefd8eca4cb5c8b357cc7409e964a34475c45c10f023268b8316a4a1288e65be62bc80ad80738183b6fc597cf6e2e2ea6b472ec5db07c19fdb2d170d0b59aa179c2a8e48ed5d56cf6ea83ab4c924bd27b849388b859f1a0e079abd8a54423f2baf44b0500acc4238a1e7c6edfc9339f3629af733a10ac94c86f6724e5037b890dca148e62ce5f3148c6a21f8736d8d65ee3490adc7ec80fed3058576370070a8af823c8a0d0d3a1e9afae7eff018bfa528a3b5b65fd50795bf10521d9c5c6ef48c4b90c5152fac02936f3ebdf5ed3fe1e19c94ce702bad2f0d43a9da93d9599d16e149eaa6f07d9d69eccec083cca659b5064217278c7ee86d765420c5b93c6837534ec9a5aa6a9707ab85e65fe6c9696b99a6f1e794749d33d5e5e93fadf66f6744abde11894baa7f9f40313ba11dcf5cc91609dc4006f303fe899903f72e14b384fb4aac8610a36c1470d5cfedd1ede8dc15b26de7240a94be989be9f7306d5fbd5fc44b2aaaa98f4ac68b23aca25dfe8eaaadc4b8de86f83a1a5bf7f01aa15fa73d187ed67ed4d6aaffe53728067b493f7d898eae77d7db60b48959c0ac81079fd609ece7187d201ff179ffde7391344b0368f7ddca0b5228082d6baa85cf4800f3bcfe38342f38df194a94886125392076fc1712aae82122b0ecff2608c4ced24d00256e30af492973f,(209) 249-3000,Agriculture & Forestry,"['estespickups@estes-express.com', 'claims@estes-express.com', 'WebSupport@estes-express.com', 'EDI@estes-express.com', 'EstesLogistics@estes-express.com', 'custsrv@estes-express.com', 'tc.custsrv@estes-express.com', 'PublicRelations@estes-express.com', 'paymentservices@estes-express.com', 'ACHpayments@estes-express.com', 'timecritical@estes-express.com', 'ccpayment@estes-express.com', 'HomeDelivery@estes-express.com']","Business Hours: Mon 06:00-18:00,Tue 06:00-18:00,Wed 06:00-18:00,Thr 06:00-18:00,Fri 06:00-18:00"
Logistics,Axsys Logistics,"1999 Avenue of the Stars Los Angeles, CA 90067",,(310) 560-4882,Business Consultants,[],
Logistics,Vista Logistics,"550 Coralridge Pl La Puente, CA 91746",,(626) 968-0200,Transportation Services,[],
Logistics,APL Logistics,"915 E 230th St Carson, CA 90745",,(310) 233-4783,"Transportation Services, Business Consultants",[],
Logistics,Westwind Logistics,"PO Box 1566 Borrego Springs, CA 92004",,(760) 767-0767,Transportation Services,[],
Logistics,Dunkel Logistics,"1980 S 7th St San Jose, CA 95112",,(408) 292-9600,Machinery Movers & Erectors,[],
Logistics,Alf Logistics,"9750 Via de la Amistad # 19 San Diego, CA 92154",,(619) 710-1620,Transportation Services,[],
Logistics,Logistics Inc,"849 Lincoln Rd Yuba City, CA 95991",,(530) 434-6826,Business Consultants,[],
Logistics,Exel Logistics,"2950 Jurupa St Ontario, CA 91761",,(949) 390-3924,"Trucking Companies, Commercial Storage, Courier Services, Storage",[],
Logistics,Lfs Logistics,"555 Isis Ave Inglewood, CA 90301",,(310) 568-0051,"Transportation Services, Business Consultants",[],
Logistics,Skyline Logistics,"601 Bramblewood Ave Lathrop, CA 95330",,(209) 888-5356,"Business Consultants, Transportation Services",[],
Logistics,Worldwide Logistics,"9306 Sorensen Ave Santa Fe Springs, CA 90670",,(562) 944-4777,Freight Forwarding,[],
Logistics,Libra Logistics,"2491 Alluvial Ave Clovis, CA 93611",,(559) 272-8102,Construction Management,[],
Logistics,Seva Logistics,"19600 S Western Ave Torrance, CA 90501",,(310) 782-7763,Transportation Services,[],
Logistics,Westpac Logistics,"18535 Gale Ave City of Industry, CA 91748",,(626) 839-8777,Unclassified,[],
Logistics,Exel Logistics,"2250 Palmetto Ave Redlands, CA 92374",,(909) 793-2974,"Trucking Companies, Business Management Consultants",[],
Logistics,FedEx Logistics,"17210 S Main St Gardena, CA 90248",,(310) 353-3200,"Shipping, Transportation Services, Customs Brokers, Freight Forwarding, Business Consultants",[],
Logistics,Bonelli Logistics,"14313 Bonelli St City of Industry, CA 91746",,(626) 330-2550,Business Consultants,[],
Logistics,Global Logistics,"3180 Crow Canyon Pl San Ramon, CA 94583",,(925) 543-0260,Business Consultants,[],
Logistics,Worldunimax Logistics,"250 W Walnut St Compton, CA 90220",,(310) 632-1300,"Business Consultants, Freight Forwarding",[],
Logistics,Boa Logistics,"6041 Bristol Pkwy Culver City, CA 90230",,(310) 751-6003,Transportation Services,[],
Logistics,Transloading Logistics,"1004 Humphreys Dr Stockton, CA 95203",,(209) 662-0063,Business Consultants,[],
Logistics,Logistics Terminus,"14355 Santa Ana Ave Fontana, CA 92337",,(909) 574-8455,"Trailer Storage, Trucking Companies, Parking Stations & Garages",[],
Logistics,Virtue Logistics,"11305 Rancho Bernardo Rd Ste 109 San Diego, CA 92127",,(858) 304-6464,Business Consultants,[],
Logistics,Avid Logistics,"12919 S Figueroa St Los Angeles, CA 90061",,(310) 217-0202,"Transportation Services, Business Consultants",[],
Logistics,Wyse Logistics,"6135 S Malt Ave Commerce, CA 90040",,(626) 374-0491,"Transportation Services, Business Consultants",[],
Logistics,Byasa Logistics,"2700 S Azusa Ave Apt 179 West Covina, CA 91792",,(626) 667-7149,Business Consultants,[],
Logistics,Hodge Logistics,"2010 Crow Canyon Pl San Ramon, CA 94583",,(925) 824-3143,Business Consultants,[],
Logistics,Caltop Logistics,"12435 McCann Dr Santa Fe Springs, CA 90670",,(562) 946-4406,"Trucking Companies, Government Contractors",[],
Logistics,Pack Logistics,"11760 Roscoe Blvd Ste G Sun Valley, CA 91352",,(818) 504-0888,"Shop Online, Internet Shopping",[],
Logistics,Andrews Logistics,"13009 S Main St Los Angeles, CA 90061",,(310) 527-0082,Transportation Services,[],
Logistics,Razor Logistics,"29970 Technology Dr Murrieta, CA 92563",,(951) 677-3355,Business Consultants,[],
Logistics,Propak Logistics,"1300 S F St Porterville, CA 93257",,(559) 782-8696,"Wholesale Distribution Centers, Advertising",[],
Logistics,Sigma Logistics,"3661 W Shields Ave Apt 201 Fresno, CA 93722",,(916) 600-8752,Transportation Services,[],
Logistics,Lineage Logistics,"2344 Fleetwood Dr Riverside, CA 92509",,(909) 433-3113,Unclassified,[],
Logistics,JP Logistics,"1633 Bayshore Hwy Burlingame, CA 94010",,(650) 689-5720,"Business Consultants, Transportation Services",[],
Logistics,Roar Logistics,"41856 Ivy St Murrieta, CA 92562",,(951) 698-7693,Transportation Services,[],
Logistics,Source Logistics,"812 Union St Montebello, CA 90640",,(323) 887-3884,"Storage, Household Storage",[],
Logistics,Super Logistics,"1522 18th St Bakersfield, CA 93301",,(661) 634-9844,Transportation Services,[],
Logistics,BNSF Logistics,"20294 Topaz Cir Hilmar, CA 95324",,(910) 859-8114,"Business Consultants, Transportation Services",[],
Logistics,G Logistics,"5742 W Paul Ave Fresno, CA 93722",,(559) 260-5550,Business Consultants,[],
Logistics,Cv Logistics,"7861 Rush River Dr Sacramento, CA 95831",,(916) 442-5272,"Transportation Services, Business Consultants",[],
Logistics,Uscom Logistics,"1420 Francisco St Torrance, CA 90501",,(310) 323-2900,"Transportation Services, Freight Forwarding",[],
Logistics,Seko Logistics,"18057 Bishop Ave Carson, CA 90746",,(310) 884-6918,"Transportation Services, Business Consultants",[],
Logistics,Innovative Logistics,"5919 E Beck Ave Fresno, CA 93727",,(559) 805-2082,Business Consultants,[],
Logistics,Logistics Depot,"555 Birch Ct Colton, CA 92324",,(909) 422-1100,"Business Consultants, Storage, General Merchandise Stores, Unclassified",[],Business Hours: Mon-Fri 8am-4:30pm
Logistics,Event Logistics,"4490 N Van Ness Blvd Fresno, CA 93704",,(559) 224-7420,"Other Business Services, Business Services",[],
Logistics,McA Logistics,"981 Corporate Center Dr Ste 200 Pomona, CA 91768",,(909) 242-7940,"Auto Parts & Accessories, Business Consultants",[],
Logistics,Amtran Logistics,"43 Tesla Irvine, CA 92618",,(949) 336-6633,Business Consultants,[],
Logistics,Chp Logistics,"9320 Willowgrove Ave Santee, CA 92071",,(619) 332-8500,Business Consultants,[],
Logistics,Bye Logistics,"3817 Sundance Lake Ct Modesto, CA 95355",,(209) 324-5129,Transportation Services,[],
Logistics,Sturges Logistics,"4140 1/4 Somerset Dr Los Angeles, CA 90008",,(323) 295-5121,"Business Consultants, Transportation Services",[],
Logistics,Logistical Logistics,"425 W Larch Rd Tracy, CA 95304",,(209) 830-1927,Trucking Companies,[],
Logistics,Union Logistics,"950 Hatcher Ave City of Industry, CA 91748",,(626) 965-3322,"Transportation Services, Business Consultants",[],
Logistics,Genesis Logistics,"4013 Whipple Rd Union City, CA 94587",,(510) 476-0790,"Storage, Household Storage, Business Consultants",[],Business Hours: By appointment
Logistics,Logistics Mds,"78 Hurlbut St Pasadena, CA 91105",,(626) 787-1233,"Business Consultants, Transportation Services",[],
Logistics,Steele Logistics,"1436 W Cowles St Long Beach, CA 90813",,(562) 435-4200,Freight Forwarding,[],
Logistics,US Logistics,"20922 Tuolumne Rd N Tuolumne, CA 95379",,(209) 206-4353,Transportation Services,[],
Logistics,Weber Logistics,"1560 Sierra Ridge Dr Riverside, CA 92507",,(951) 682-1645,"Business Consultants, Trucking Companies",[],
Logistics,APL Logistics,"18200 Von Karman Ave Ste 790 Irvine, CA 92612",,(949) 757-3300,"Transportation Services, Passenger Transportation",[],
Logistics,Weber Logistics,"9345 Santa Anita Ave Rancho Cucamonga, CA 91730",,(909) 987-1875,"Advertising, Trucking Companies, Wholesale Distribution Centers",[],
Logistics,XPO Logistics,"12903 Lakeland Rd Santa Fe Springs, CA 90670",,(562) 946-8331,Business Consultants,[],
Logistics,Lms Logistics Solutions,"3810 Wacker Dr Jurupa Valley, CA 91752",,(951) 685-1548,Trucking Companies,[],
Logistics,Rim Logistics Ltd,"20435 S Western Ave Torrance, CA 90501",,(310) 218-0499,"Business Consultants, Freight Forwarding",[],
Logistics,First Pacific Logistics,"9935 Beverly Blvd Pico Rivera, CA 90660",,(562) 692-3038,Business Consultants,[],
Logistics,Kok Logistics INC,"10410 Valley Blvd El Monte, CA 91731",,(626) 968-7106,"Passenger Transportation, Trucking Companies, Transportation Services",[],
Logistics,Liberty Logistics Llc,"35794 John Albert Dr Madera, CA 93636",,(559) 299-3400,"Trucking Companies, Transportation Services",[],
Logistics,Aryant Cargo Logistics,"5389 N Valentine Ave Apt 128 Fresno, CA 93711",,(909) 561-1849,Trucking Companies,[],
Logistics,Fast Hands Logistics,"1111 Norswing Dr Oceano, CA 93445",,(805) 668-2525,"Freight Forwarding, Business Consultants, Shipping, Wholesale Paper Products",[],Business Hours: Daily 24 Hours
Logistics,Logistics Cargo Concept,"917 W Spruce Ave Inglewood, CA 90301",,(310) 728-6178,Business Consultants,[],
Logistics,Crane Worldwide Logistics,"755 N Nash St El Segundo, CA 90245",,(310) 765-1006,"Industrial Equipment, Business Consultants",[],
Logistics,International Logistics Trnspt,"17825 S Santa Fe Ave Compton, CA 90221",,(310) 763-7986,Business Consultants,[],
Logistics,New Connect Logistics,"333 W Artesia Blvd Compton, CA 90220",,(310) 637-3001,Business Consultants,[],
Logistics,St George Logistics,"12802 Leffingwell Ave Santa Fe Springs, CA 90670",,(562) 293-4720,Business Consultants,[],
Logistics,Sanyo Logistics Corp,"8400 Milliken Ave Rancho Cucamonga, CA 91730",,(909) 987-7854,"Shop Online, Exporters, Trucking Companies",[],
Logistics,Logistics Solutions-Resources,"21691 Bahama Ln Huntington Beach, CA 92646",,(714) 968-1783,Business Consultants,[],
Logistics,New Lane Logistics,"1319 De Solo Dr Pacifica, CA 94044",,(650) 898-8111,"Transportation Services, Passenger Transportation",[],
Logistics,MJK Logistics Corp,"3000 W 6th St Los Angeles, CA 90020",,(213) 384-3336,Freight Forwarding,[],
Logistics,JPL Logistics & Trnsprtn,"818 Stanford Ave Los Angeles, CA 90021",,(213) 623-3316,"Transportation Services, Business Consultants",[],
Logistics,Go Go Logistics,"1260 W Beach St Watsonville, CA 95076",,(831) 536-5626,Business Consultants,[],
Logistics,Jump Creek Logistics,"4789 S K St Tulare, CA 93274",,(559) 684-1750,"Business Consultants, Transportation Services",[],
Logistics,A1 Quality Logistics,"1060 Warren St Fairfield, CA 94533",,(669) 200-3151,Unclassified,[],
Logistics,Java Logistics Svc,"38 W 4th St Calexico, CA 92231",,(760) 357-0230,Business Consultants,[],
Logistics,CBD Logistics & Distribution,"708 N Wilton Pl Los Angeles, CA 90038",,(213) 298-6270,Business Consultants,[],
Logistics,Vera Logistics Inc,"19401 S Vermont Ave Ste A201 Torrance, CA 90502",,(424) 329-3337,Business Consultants,[],
Logistics,Bruce Logistics Inc,"6600 McDivitt Dr Bakersfield, CA 93313",,(661) 398-5154,Business Consultants,[],
Logistics,Moving Mountain Logistics,"448 Ignacio Blvd # 195 Novato, CA 94949",,(415) 382-8826,Moving Companies,[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED
Logistics,Lucid Logistics Inc,"PO Box 1229 Lakeport, CA 95453",,(707) 278-0484,Transportation Services,[],
Logistics,Seamaster Logistics INC,"780 Nogales St # D City of Industry, CA 91748",,(626) 363-8600,Unclassified,[],
Logistics,Greenway Logistics LLC,"2233 Jesse St Los Angeles, CA 90023",,(323) 266-1598,"Transportation Services, Business Consultants",[],
