industry,business name,address,external link,phone number,additional_info,emails,business hours,bullets-container,teaser
Transportation,Transportation Dept,"4474 Route 353 Salamanca, NY 14779",,(716) 945-4562,"Transportation Programs, Government Organizations & Services, State Offices, Alternative Fuels",[],,,
Transportation,Kofo Transportation,"498 E 138th St Apt 2D Bronx, NY 10454",,(347) 455-2935,Transportation Services,[],,,
Transportation,Signature Transportation,"1110 South Ave Staten Island, NY 10314",,(973) 797-9316,"Limousine Service, Transportation Services, Travel",[],,,
Transportation,Transportation Department,"1 US Highway 6 Port Jervis, NY 12771",,(845) 856-5802,"State Offices, Government Organizations & Services, Transportation Programs",[],,,
Transportation,Transportation Dept,"7909 State Route 53 Bath, NY 14810",,(607) 776-6212,"State Offices, Government Organizations & Services, Transportation Programs",[],,,
Transportation,Ester Transportation,"73 Bay 14th St Brooklyn, NY 11214",,(718) 872-5330,"General Government Offices, Transportation Services",[],,,
Transportation,Verifone Transportation,"1111 34th Ave Long Island City, NY 11106",,(718) 752-1656,"Transportation Services, Credit Card Manufacturers",[],,,
Transportation,Transportation Dept,"23019 County Route 51 Watertown, NY 13601",,(315) 785-7470,"State Offices, Transportation Programs, Government Organizations & Services",[],,,
Transportation,Airport Transportation,"2 Stuart Ave Valley Stream, NY 11580",,(516) 825-6035,Transportation Services,[],Business Hours: Daily 24 Hours,,
,,,,,Transportation Services,[],,,
Transportation,Bombardier Transportation,"71 Wall St Plattsburgh, NY 12901",,(518) 566-0150,"Transit Lines, Transportation Programs, General Government Offices, Railroads, Transportation Services, Educational Services, Adult and Continuing Education",[],,,
Transportation,Transportation Department,"50 Wolf Rd # 5 Albany, NY 12205",,(518) 457-5100,"Transportation Programs, Government Contractors, State Offices, Government Organizations & Services",[],,,
Transportation,Evolutionary Transportation,"500 N Broadway Jericho, NY 11753",,(516) 280-9008,"Transportation Services, Motor Freight Trucking",[],,,
,,,,,"Alternative Fuels, Transportation Programs, Government Organizations & Services",[],,,
Transportation,Quality Transportation,"52 Vanderbilt Ave Bsmt F New York, NY 10017",,(212) 687-7117,"Transportation Services, Trucking Companies",[],,,
Transportation,Delight Transportation,"39 Montgomery Ave Mastic, NY 11950",,(631) 772-5800,"Freight Forwarding, Transportation Services",[],,,
Transportation,Gerardos Transportation,"1307 Edward L Grant Hwy Bronx, NY 10452",,(718) 293-9300,"Transportation Programs, General Government Offices",[],,,
Transportation,Tmc Transportation,"136 N Shore Dr Camden, NY 13316",,(315) 964-9937,Transportation Services,[],,,
Transportation,Access Transportation,"16 River St Fort Plain, NY 13339",,(518) 993-4252,"Wheelchairs, Passenger Transportation, Disabled Services, Transportation Services, Medical Services",[],,,
Transportation,Metro Transportation,"324 Lodi St Syracuse, NY 13203",,(315) 437-2000,Transportation Services,[],,,
,,,,,"State Offices, Government Organizations & Services, Transportation Programs",[],,,
Transportation,Action Transportation,"2557 Hamburg St Schenectady, NY 12303",,(518) 280-0366,"Medical Transportation, Transportation Services",[],Business Hours: Daily 4am-7pm,,
Transportation,American Transportation,"2630 Elmwood Ave Buffalo, NY 14217",,(716) 867-8888,Transportation Services,[],,,
,,,,,"Government Organizations & Services, State Offices, Transportation Programs",[],,,
Transportation,Transportation Dept,"5430 S Bay Rd Syracuse, NY 13212",,(315) 458-1910,"Alternative Fuels, Transportation Programs, Government Organizations & Services, State Offices",[],,,
Transportation,Hummingbird Transportation,"1045 Park St Ste C Peekskill, NY 10566",,(914) 293-7525,"Car Movers, Transportation Services",[],,,
Transportation,Medway Transportation,"11 Harmony Rd Spring Valley, NY 10977",,(845) 678-3600,Transportation Services,[],,,
,,,,,"Carpools, Transportation Programs, General Government Offices",[],,,
Transportation,Royalty Transportation LLC,"414 Utica Ave Brooklyn, NY 11213",,(718) 771-5100,"Ambulances, Transportation Services",[],,,
,,,,,"Ambulances, Banks, Taxis, Transportation Services",[],,,
Transportation,American Ambulette & Transportation,"101 DuPont St Ste 20 Plainview, NY 11803",,(516) 822-3400,"Loans, Medical Transportation, Passenger Transportation, Ambulances, Medical Services, General Government Offices",[],Business Hours: By appointment,,
Transportation,Boulevard Transportation Inc,"12701 Metropolitan Ave Jamaica, NY 11415",,(718) 896-6666,"Limousine Service, Taxis & Shuttles, Transportation Services",[],,,
Transportation,Airport Transportation Svc,"190 Mt Prosper Rd Wurtsboro, NY 12790",,(845) 888-4488,"Transportation Services, Limousine Service, Airport Transportation, Taxis & Shuttles, Taxis",[],,,
Transportation,High Line Transportation,"2260 Flatbush Ave Brooklyn, NY 11234",,(718) 258-4120,Transportation Programs,[],,,
Transportation,Dutchess County Transportation,"14 Commerce St Poughkeepsie, NY 12603",,(845) 473-0171,"Transportation Programs, County Offices",[],,,
Transportation,Dianne Transportation Inc,"175 E Shore Rd Great Neck, NY 11023",,(516) 482-0494,Transportation Services,[],,,
,,,,,"Transportation Programs, Labor Unions, General Government Offices",[],,,
Transportation,Facility Transportation Sltn,"246 Mineola Blvd Mineola, NY 11501",,(516) 294-0002,"Transportation Services, Freight Forwarding, Government Contractors",[],,,
Transportation,Zayga Transportation Service,"3248 Hone Ave Bronx, NY 10469",,(718) 655-4853,Transportation Services,[],,,
Transportation,James Napoleon Transportation,"104 Kreischer Rd Syracuse, NY 13212",,(315) 452-9611,"Engineering, Construction & Remodeling, Transportation Services",[],,,
Transportation,Senior Citizens Transportation,"420 E Main St Smithtown, NY 11787",,(631) 265-8811,"Transportation Programs, General Government Offices",[],,,
Transportation,Excel Worldwide Transportation,"605 Fenimore Rd Mamaroneck, NY 10543",,(800) 243-9235,"Visa Accepted, Taxis & Shuttles, Airport Transportation, Open 24 Hours, Limousine Service, Air Transportation, American Express Accepted, Shuttles, Discover Accepted, Open 7 Days, Mastercard Accepted, Car Service",[],"Business Hours: 24 hours a day, 7 days a week",,
,,,,,"Transportation Services, Travel Agencies, Motor Freight Trucking, Professional Services",[],,,
Transportation,Hasc Transportation Corp,"1600 63rd St Brooklyn, NY 11204",,(718) 232-5003,Transportation Services,[],,,
,,,,,Transportation Services,[],,,
Transportation,Double Diamond Transportation,"773 Keating Rd Richfield Springs, NY 13439",,(315) 858-1008,Transportation Services,[],,,
Transportation,Onondaga County Transportation,"421 Montgomery St Ste 11 Syracuse, NY 13202",,(315) 435-3205,"Transportation Programs, County Offices",[],,,
Transportation,Chestnut Ridge Transportation,"56 W Church St Spring Valley, NY 10977",,(845) 425-2200,"Transportation Programs, School Buses, Trucking Companies, General Government Offices",[],,,
Transportation,R C Transportation,"329 Miller Pl Mount Vernon, NY 10550",,(914) 699-1805,"Medical Services, Transportation Services",[],,,
Transportation,Bushive Transportation Sftwr,"313 Ushers Rd Ste 13 Ballston Lake, NY 12019",,(518) 877-2500,Transportation Services,[],,,
Transportation,Pupil Transportation Safety,"224 Harrison St Ste 300 Syracuse, NY 13202",,(315) 475-1386,"First Aid, School Buses, Transportation Services, Driving Instruction, Safety Consultants",[],Business Hours: Mon-Thu 7am-5pm,,
Transportation,DBA Transportation Inc,"65 Davinci Dr Bohemia, NY 11716",,(631) 580-1662,"Transportation Programs, Passenger Transportation, General Government Offices, Transportation Services, Taxis & Shuttles",[],,,
,,,,,Transportation Services,[],,,
Transportation,Lindy S Transportation,"67 W Suffolk Ave Central Islip, NY 11722",,(631) 668-4747,Transportation Services,[],,,
Transportation,Crosslands Transportation Inc,"205 Broadway Amityville, NY 11701",,(718) 545-0306,Transportation Services,[],,,
Transportation,M V Transportation,"1963 Richmond Ter Staten Island, NY 10302",,(718) 448-1994,"Transportation Services, Passenger Transportation",[],,,
Transportation,Via Transportation Inc,"226 5th Ave Fl 3 New York, NY 10001",,(646) 760-2622,Transportation Services,[],,,
Transportation,Jakel Transportation Corp,"193 Millard Ave West Babylon, NY 11704",,(631) 321-1829,Transportation Services,[],,,
Transportation,Waheguru Transportation INC,"8615 Parsons Blvd Jamaica, NY 11432",,(646) 479-9575,Transportation Services,[],,,
Transportation,Amazing Grace Transportation,"1737 Union St Ste 3 Schenectady, NY 12309",,(518) 836-1509,Transportation Services,[],,,
Transportation,K2 Transportation Inc,"5411 Junction Blvd Elmhurst, NY 11373",,(718) 592-5252,Transportation Services,[],,,
Transportation,Barker Transportation Inc,"315 Bradford St Brooklyn, NY 11207",,(718) 922-2596,Transportation Services,[],,,
Transportation,Cavalier Transportation Svc,"6501 Chrysler Ln East Syracuse, NY 13057",,(315) 452-5662,"Transportation Services, Car Service, Household Storage, Commercial Storage, Passenger Transportation, Trucking Companies, Storage",[],,,
Transportation,Nationwide Transportation SVC,"136 Semmel Rd Honeoye Falls, NY 14472",,(585) 732-2881,Transportation Services,[],,,
Transportation,First Transportation Inc,"350 Lamoka Ave Staten Island, NY 10312",,(718) 227-7200,Transportation Services,[],,,
Transportation,Dav Transportation Network,"434 Garrison Pl Elmira, NY 14903",,(607) 735-0583,"Veterans Affairs, Transportation Services, Federal Offices, Community Organizations, Legislative Offices",[],,,
Transportation,Saj Transportation LLC,"3001 Northern Blvd Long Island City, NY 11101",,(718) 707-0788,Transportation Services,[],,,
,,,,,Transportation Services,[],,,
,,,,,"Transportation Services, Passenger Transportation, Bus Travel",[],,,
Transportation,Venus Transportation Inc,"444 3rd Ave Brooklyn, NY 11215",,(718) 832-5966,Transportation Services,[],,,
Transportation,Starz Transportation 2,"15 N Broadway Sleepy Hollow, NY 10591",,(914) 458-2023,"Taxis, Transportation Services",[],,,
Transportation,Domenyk's Transportation Inc,"13633 61st Rd Flushing, NY 11367",,(718) 670-5809,Transportation Services,[],,,
Transportation,Car Transportation Co,"1757 Veterans Hwy Islandia, NY 11749",,(631) 784-4097,"Shipping, Transportation Services",[],,,
Transportation,Rite-Way Transportation,"6710 W Henrietta Rd Rush, NY 14543",,(585) 486-9712,"Transportation Services, Transportation Advertising, Trucking Companies",[],,,
Transportation,Prospect Transportation Inc,"1196 River Rd New Windsor, NY 12553",,(201) 933-9999,Transportation Services,[],,,
Transportation,Transportation Dept-Mntnc,"334 Violet Ave Poughkeepsie, NY 12601",,(845) 454-3390,"State Offices, Alternative Fuels, Transportation Programs, Government Organizations & Services",[],,,
Transportation,Suburban Transportation Inc,"17 Vatrano Rd Albany, NY 12205",,(518) 446-1000,"Transportation Services, Medical Transportation",[],,,
Transportation,Barrett Transportation SVC,"674 Quaker Rd Queensbury, NY 12804",,(518) 792-8525,"Transportation Services, Auto Leasing",[],,,
Transportation,All Around Transportation,"10 Oakwood Ave Merrick, NY 11566",,(516) 867-3333,"Transportation Services, Motor Freight Trucking",[],Business Hours: Daily 24 Hours,,
Transportation,Areas Two Transportation,"5230 Arthur Kill Rd Staten Island, NY 10307",,(718) 967-3232,"Discover Accepted, Limousine Service, Automotive Repair, Oil Changes, American Express Accepted, Mastercard Accepted, Auto Detailing, Transit Lines, Transportation Services, Auto Parts & Accessories, Taxis & Shuttles, Car Service, Airport Transportation, Chauffeurs, Taxis, Auto Diagnostics, Airports, Disabled Services, Marine Service Station, Trucking Companies, Visa Accepted, Wheelchairs, Airlines, School Buses",[],Business Hours: Daily 24 Hours,,
Transportation,Abix Transportation Corp,"3645 Bruckner Blvd Bronx, NY 10461",,(718) 918-1888,"Car Service, Transportation Services",[],,,
Transportation,Cnl Transportation Inc,"560 Main St New York, NY 10044",,(212) 688-6963,Transportation Services,[],,,
Transportation,Mavros Transportation Inc,"4918 Foster Ave Brooklyn, NY 11203",,(718) 629-1038,Transportation Services,[],,,
Transportation,Apple Transportation Inc,"375 Clay Rd Rochester, NY 14623",,(585) 427-7330,"Car Service, Medical Transportation, Passenger Transportation, Taxis, Airport Transportation, Taxis & Shuttles, Transportation Services",[],,,
Transportation,Transportation Worldwide Inc,"7 Westerly Ct Centerport, NY 11721",,(631) 754-4814,Transportation Services,[],,,
Transportation,FWDO Transportation LLC,"945 Yonkers Ave Yonkers, NY 10704",,(914) 509-1490,Transportation Services,[],,,
Transportation,Armac Transportation INC,"372 Doughty Blvd Inwood, NY 11096",,(516) 371-1000,"Customs Brokers, Transportation Programs, General Government Offices",[],,,
Transportation,Expert Transportation Inc,"2 Brewster Rd W Massapequa, NY 11758",,(516) 612-3785,"Freight Forwarding, Transportation Services",[],,,
Transportation,Tompkins County Transportation,"121 E Court St Ithaca, NY 14850",,(607) 274-5570,"Government Contractors, County Offices, Transportation Programs",[],,,
Transportation,Blt Petroleum Transportation,"50 Commerce St Brooklyn, NY 11231",,(718) 222-1970,Transportation Services,[],,,
Transportation,Syracuse Metropolitan Transportation,"126 N Salina St Ste 100 Syracuse, NY 13202",,(315) 422-5716,"Taxis & Shuttles, Passenger Transportation, Transportation Services",[],,,
Transportation,Pioneer Transportation Corp,"1949 42nd St Astoria, NY 11105",,(718) 606-6211,"School Buses, Transportation Services",[],,,
Transportation,J Marquis Transportation,"410 E 28th St Brooklyn, NY 11226",,(347) 770-9717,"Transportation Services, Freight Forwarding",[],,,
Transportation,Jaco Transportation Co,"42 E Carl St Hicksville, NY 11801",,(516) 935-2277,"Transportation Services, School Buses, Bus Charters",[],,,
Transportation,Fairport School Transportation,"860 Ayrault Rd Fairport, NY 14450",,(585) 421-2025,Transportation Services,[],,,
Transportation,Defile Transportation Inc,"102 Sandalwood Ln Rhinebeck, NY 12572",,(845) 876-6319,Transportation Services,[],,,
Transportation,We Care Transportation,"31 N Main St Liberty, NY 12754",,(845) 747-9379,"Passenger Transportation, Wheelchairs",[],,,
Transportation,Bouchard Transportation Co,"58 S Service Rd Ste 150 Melville, NY 11747",,(631) 390-4900,"Clothing, Ship Terminals, Marine Towing, Sleepwear, Transportation Services",[],,,
Transportation,Philip Transportation Inc,"5110 Expressway Dr S Holbrook, NY 11741",,(631) 585-3979,Transportation Services,[],,,
Transportation,Global Transportation SVC,"210 Hi View Ter Buffalo, NY 14224",,(716) 675-0077,Transportation Services,[],,,
Transportation,United Kids Transportation,"3238 73rd St East Elmhurst, NY 11370",,(718) 424-7739,Transportation Services,[],,,
Transportation,MV Transportation Inc,"1926 Atlantic Ave Brooklyn, NY 11233",,(718) 363-3196,"Passenger Transportation, Bus Travel, Transportation Services",[],,,
Transportation,M & M Transportation,"15 Dusk Dr Centereach, NY 11720",,(516) 695-3549,Transportation Services,[],,,
Transportation,K C Transportation,"10334 Mill Rd Medina, NY 14103",,(716) 481-2815,Transportation Services,[],,,
Transportation,Kupa Transportation Inc,"142 Teakettle Spout Rd Mahopac, NY 10541",,(845) 621-2259,Transportation Services,[],,,
Transportation,Platinum Transportation Group,"94 Big Boom Rd Queensbury, NY 12804",,(518) 743-1710,Transportation Services,[],,,
Transportation,Cross Roads Transportation,"61 Elm St Glens Falls, NY 12801",,(518) 798-7281,"Transportation Services, Car Movers",[],,,
Transportation,Logex Transportation Inc,"2319 Voorhies Ave Brooklyn, NY 11235",,(718) 332-1858,"Transportation Services, Freight Forwarding",[],,,
Transportation,Total Transportation & Storage,"3017 State Route 414 Clyde, NY 14433",,(315) 573-1742,Transportation Services,[],,,
Transportation,E D Transportation,"374 E 209th St Apt 2B Bronx, NY 10467",,(347) 557-3349,Transportation Services,[],,,
Transportation,Transportation Technical Svc,"225 W 34th St New York, NY 10122",,(212) 244-6575,"Transportation Services, Research",[],,,
Transportation,Efficient Transportation INC,"7745 164th St Fresh Meadows, NY 11366",,(718) 380-4890,"Transportation Services, Motor Freight Trucking",[],,,
Transportation,L K Transportation,"522 Liberty Ave Staten Island, NY 10305",,(718) 667-6265,Transportation Services,[],,,
Transportation,Volunteer Transportation Ctr,"203 N Hamilton St Watertown, NY 13601",,(315) 788-0422,"Other Social Services, Community & Social Services, Government Contractors, Transportation Services",[],Business Hours: Mon-Fri 9am-5pm,,
Transportation,Jofaz Transportation Corp,"1927 Atlantic Ave Brooklyn, NY 11233",,(718) 778-7800,"Transportation Services, Bus Charters",[],,,
Transportation,Certified Transportation Group,"2150 5th Ave Unit B Ronkonkoma, NY 11779",,(203) 744-6502,Transportation Services,[],,,
Transportation,Island Transportation Corp,"1220 Wellwood Ave West Babylon, NY 11704",,(631) 694-4490,Transportation Services,[],,,
Transportation,Rosewood Transportation LLC,"3 Flora Dr Mount Sinai, NY 11766",,(631) 642-7287,Transportation Services,[],,,
Transportation,Suffolk Transportation Svc,"10 Harold Ct Bay Shore, NY 11706",,(631) 231-9940,"Transportation Programs, General Government Offices",[],,,
Transportation,Alstom Transportation Inc,"641 Lexington Ave Fl 28 New York, NY 10022",,(212) 692-5320,Transportation Services,[],,,
Transportation,Brer-Four Transportation,"110 Florida St Farmingdale, NY 11735",,(631) 755-7911,Transportation Services,[],,,
Transportation,Exel Transportation Svc,"1689 Route 22 Brewster, NY 10509",,(845) 278-4000,"Transportation Programs, Freight Forwarding, Business Consultants, Transportation Services, Storage, Motor Freight Trucking, General Government Offices",[],,,
Transportation,Transportation & Transit Assoc,"1 William K Jackson Ln Hornell, NY 14843",,(607) 324-4741,"Government Contractors, Transportation Advertising, Transportation Services, Transit Lines, Railroad Equipment Manufacturers, Railroad Car Manufacturers",[],,,
Transportation,Gypsy Transportation Corp,"1684 Gleason Ave Bronx, NY 10472",,(718) 617-1111,Transportation Services,[],,,
Transportation,Adilsajid Transportation Corp,"7522 37th Ave # 105 Jackson Heights, NY 11372",,(718) 790-0120,Transportation Services,[],,,
Transportation,Falker Transportation Svc,"3330 Lockport Rd Oakfield, NY 14125",,(585) 948-8028,Transportation Services,[],,,
Transportation,Well Timed Transportation,"3510 Hyde Park Blvd Niagara Falls, NY 14305",,(716) 299-0138,Transportation Services,[],,,
Transportation,EP LUXURY TRANSPORTATION,"3418 Northern Blvd Long Island City, NY 11101",,(717) 222-6506,"Medical Schools, Limousine Service, Transportation Services",[],"Business Hours: Mon 00:00-24:00,Tue 00:00-24:00,Wed 00:00-24:00,Thr 00:00-24:00,Fri 00:00-24:00,Sat 00:00-24:00,Sun 00:00-24:00",,
Transportation,"Able Medical Transportation, Inc.","1543 S Salina St Syracuse, NY 13205",,(315) 472-3393,"Passenger Transportation, Billing Services, Government Contractors, Ambulances, Taxis & Shuttles, Chauffeurs, Hospitals, Emergency Medical Services, Air Ambulances, Limousine Service, Transportation Services, Wheelchairs, Shuttles, Car Service, Medical Services",[],Business Hours: Daily 24 Hours,,
Transportation,Golden Touch Transportation-Ny,"10915 14th Ave Flushing, NY 11356",,(718) 888-6300,"Bus Charters, Transportation Services, Government Contractors, Ambulances",[],Business Hours: Daily 24 Hours,,
Transportation,Lindys Transportation,"214 Springs Fireplace Rd East Hampton, NY 11937",,(631) 907-0077,"Taxis, Taxis & Shuttles",[],,,
Transportation,Transportation Department,"1 New King St West Harrison, NY 10604",,(914) 428-4640,Government Organizations & Services,[],,,
Transportation,Enterprise Transportation,"142 2nd St Brooklyn, NY 11231",,(718) 596-0389,"Trucking Companies, Wholesale Fuel Oils",[],"Business Hours: Mon - Fri, 6am - 2pm; Sat, Sun, closed",,
Transportation,Hermes Transportation,"2134 Broadway Ste 1 Long Island City, NY 11106",,(718) 274-1400,"Car Service, Taxis & Shuttles",[],,,
Transportation,Towncar Transportation,"253 Graham Ave Brooklyn, NY 11206",,(888) 849-8522,"Taxis & Shuttles, Limousine Service, Car Service, Chauffeurs, Airport Transportation",[],,,
Transportation,Transportation Solutions,"318 Main St Huntington, NY 11743",,(631) 609-6200,Unclassified,[],,,
Transportation,Flamingo Transportation,"1071 Rutland Rd Brooklyn, NY 11212",,(718) 493-4306,"Car Service, Taxis & Shuttles",[],,,
Transportation,Sc1 Transportation,"10 W 169th St Bronx, NY 10452",,(718) 588-2500,Taxis,[],,,
Transportation,Worldwide Transportation,"329 38th St Brooklyn, NY 11232",,(718) 832-6355,"Taxis & Shuttles, Limousine Service",[],Business Hours: Daily 12pm-11:30pm,,
Transportation,Transportation Network,"13815 Hoover Ave Jamaica, NY 11435",,(718) 793-7777,"Freight Brokers, Freight Forwarding",[],,,
Logistics,Exel Logistics,"4890 I D a Park Dr Lockport, NY 14094",,(716) 439-4202,"Household Storage, Storage, Self Storage, Commercial Storage",[],,,
Logistics,Essa Logistics,"145 Gruner Rd Buffalo, NY 14227",,(716) 259-8500,"Storage, Trucking Companies, Freight Brokers",[],Business Hours: Mon-Fri 7am-6pm,,
Logistics,Cny Logistics,"100 Buckley Rd Liverpool, NY 13088",,(315) 457-7770,Trucking Companies,[],,,
Logistics,Captech Logistics,"1450 Rotterdam Industrial Park Schenectady, NY 12306",,(518) 355-2704,"Advertising, Wholesale Distribution Centers, Storage",[],,,
Logistics,Vanguard Logistics,"10 5th St Ste 400 Valley Stream, NY 11581",,(516) 887-0741,"Storage, Business Consultants",[],,,
Logistics,Cypher Logistics,"4 Centre Dr Orchard Park, NY 14127",,(716) 662-5451,Freight Forwarding,[],,,
Logistics,Raihenus Logistics,"299 Broadway New York, NY 10007",,(212) 346-9800,"Trucking Companies, Business Consultants",[],,,
Logistics,Global Logistics,"126 2nd Ave New York, NY 10003",,(817) 756-6894,Business Consultants,[],,,
Logistics,Active Logistics,"1951 Hamburg Tpke Ste 18 Lackawanna, NY 14218",,(716) 826-9351,"Trucking Companies, Storage, Commercial Storage",[],,,
Logistics,Maximum Logistics,"14711 182nd St Jamaica, NY 11413",,(718) 553-7700,Customs Brokers,[],,,
Logistics,Focus Logistics,"14545 156th St Jamaica, NY 11434",,(773) 686-5840,Business Consultants,[],,,
Logistics,Jsl Logistics,"233 E Shore Rd Ste 204 Great Neck, NY 11023",,(516) 977-9988,Transportation Services,[],,,
Logistics,Pacific Logistics,"10 Lucon Dr Deer Park, NY 11729",,(631) 242-6194,Freight Forwarding,[],,,
Logistics,SAA Logistics,"527 Townline Rd Ste 301 Hauppauge, NY 11788",,(631) 406-7679,Trucking Companies,[],"Business Hours: Mon - Fri, 8am - 6pm",,
Logistics,Aib Logistics,"580 5th Ave New York, NY 10036",,(646) 998-1018,Business Consultants,[],,,
Logistics,Jordan Logistics,"14559 107th Ave Jamaica, NY 11435",,(718) 712-4400,Trucking Companies,[],,,
Logistics,Kelron Logistics,"300 International Dr Ste 100 Buffalo, NY 14221",,(716) 626-3554,Freight Forwarding,[],,,
Logistics,Ocean Logistics,"1 Hemlock St Central Islip, NY 11722",,(631) 582-9281,Unclassified,[],,,
Logistics,Erie Logistics,"100 Allied Dr Cheektowaga, NY 14227",,(716) 891-4055,"Wholesale Foods, Advertising",[],,,
Logistics,Uex Logistics,"500 Ocean Ave East Rockaway, NY 11518",,(516) 593-1630,"General Merchandise Stores, Freight Forwarding",[],,,
Logistics,Key Logistics,"25 Pixley Industrial Pkwy Rochester, NY 14624",https://apis.elocal.com/tracker/track?q=0c4ccf8eeed350d5ebce350db45daa58c7853ecae820ef3e70f2e13efa0180692cbc04d4fe8c9f822454ea9b3903f27158b228f66ed919cb2c12b8744568b465a81951938d42d572cfef4a756ef39d2b64222b7e53456d8b0a576180c0ff9457d0a34c5d2326e8b43e9d1dd80a1785172ce289da6b77cb12a2a9f72412a0cbd3ed36ef33deaac86d36f286d1cf55a23744a8947caa17293463380384394808fcf48bb0a65c96e4f40ebd72ac4a8fba8fd94545f855b505528484f5a03f44d80b502bba3b787544e6806eae3354a38ee802e93e490d7b7f6b979d8799bae800c631de1f9c061f5c322db09a8850d91eb72ea808fa4eb6f0032576231c6812c37b88d6ecbb18ab800c217ef77978d4871ee9929bffcda377495e07f39a999d946a3e033f7b67c7182d3460753608c56f44508dfa3349f7e3695b5b2bd04016ae4fc5510b0828e36515ff2f6b35e2fe75d1ace103fd856bc39f03588d182defd94d4ea5454d0a39320a1f256770fcf5e9a162049b299c2238cea3b15f9c1208b97ec29fd7ba10409ceaa8b22a35d8ac8e4d2737c227ba0e10fbb35b74924528fb0350310fc47ae5cf043b686f5863f468f22bf977711bd90ec93687de64b38aad0de5e53749ea9d3b4887a692ddf342f6003d91c12ccf817e933f9192ccab5bf00811ec0bedabd2656b0922fbff7d2465ae6ce252ccb9c759039654cd39bb57cb77fd42012c2da7fe7d030a3e7251329479ba6c611c644ce85f12e7d85f1d868b2dad854a4eee15823c04e8d308603ea1aa0790101527833ddb7cd3f652a4e41cac9137e8301cf713bcb15f0628eff3656cafc44b4067a5559078e558573f6e0de3a2d4fda697f1ecb9b577075b7bd970e011b9154fc06e514ba79831dcfb69a1263df1bffa54476f25573654c35725b671140839e9f5c31b74843bdd186675cc17727334ab4a52d38417b8517f94482b1c,(585) 424-3660,Trucking Companies,['info@keylogisticsroc.com'],"Business Hours: Mon 08:00-16:30,Tue 08:00-16:30,Wed 08:00-16:30,Thr 08:00-16:30,Fri 08:00-15:00",,
Logistics,XPO Logistics,"6101 Maspeth Ave Maspeth, NY 11378",,(718) 381-3700,"Trucking Companies, Business Consultants, Courier Services",[],,,
Logistics,Kgp Logistics,"118 Heins Ave Syracuse, NY 13212",,(507) 334-2268,Business Consultants,[],,,
Logistics,Karma Logistics,"1025 Atlantic Ave Brooklyn, NY 11238",,(917) 607-5894,Business Consultants,[],,,
Logistics,Panda Logistics,"10 E Merrick Rd Ste 204 Valley Stream, NY 11580",,(516) 887-0088,Trucking Companies,[],,,
Logistics,Morrison Logistics,"537 Clinton Ave Brooklyn, NY 11238",,(718) 783-1147,Trucking Companies,[],,,
Logistics,Prime Logistics,"1171 Fox St Bronx, NY 10459",,(917) 688-8322,Business Consultants,[],,,
Logistics,Footprint Logistics,"600 Bayview Ave Inwood, NY 11096",,(516) 284-5594,Business Consultants,[],,,
Logistics,Xpo Logistics,"229 W 36th St New York, NY 10018",,(212) 855-5555,Business Services,[],,,
Logistics,Navigational Logistics,"14729 183rd St # 202 Jamaica, NY 11413",,(718) 553-9500,"Freight Forwarding, General Government Offices",[],Business Hours: Mon-Fri 9am-5pm,,
Logistics,Mts Logistics,"5 W 37th St Rm 300 New York, NY 10018",,(615) 399-1124,Freight Forwarding,[],,,
Logistics,Metroexpress Logistics,"6 Emma St Binghamton, NY 13905",,(607) 343-1267,Courier Services,[],,,
Logistics,Ceva Logistics,"1 Peace Bridge Plz Buffalo, NY 14213",,(716) 885-7038,Freight Forwarding,[],,,
