industry,business name,address,external link,phone number,additional_info,emails,business hours,teaser
Manufacturing,Technical Air Systems Inc,"236 Mount Kemble Ave Morristown, NJ 07960",,(973) 285-0333,"Air Conditioning Contractors, Government Contractors, Manufacturer's Agents & Representatives, Heating Contractors",[],Business Hours: By appointment,
Manufacturing,Krug Industries,"65 Brown Ave Springfield, NJ 07081",,(973) 467-1040,"Manufacturers, Wholesalers, Other Manufacturers, Wholesale Industrial Machinery, Machine Shops",[],,
Manufacturing,US Automation Controls,"535 Morris Ave Ste 7 Springfield, NJ 07081",,(973) 376-6315,Manufacturer's Agents & Representatives,[],,
Manufacturing,US Industry Today,"250 Ridgedale Ave Apt O6 Florham Park, NJ 07932",,(973) 218-0310,"Manufacturers, Wholesalers",[],Business Hours: Mon-Fri 8am-4pm,
Manufacturing,Right Pizza,"1554 Teaneck Rd Teaneck, NJ 07666",,(201) 833-4005,"Manufacturer's Agents & Representatives, Carry Out, Pizza, Restaurants",[],,
Manufacturing,Tri-Chem Inc,"681 Main St Ste 24 Belleville, NJ 07109",,(973) 751-9200,"Wholesalers, Toy Manufacturers, Artists Materials Manufacturers, Marketing Consultants, Marking Device Manufacturers, Manufacturers, Exporters, Craft Supplies, Shop Online, Direct Selling Establishments",[],,
Manufacturing,King Remodeling,"520 US Highway 9 Ste 1 Manalapan, NJ 07726",,(732) 536-1616,"Other Manufacturers, Doors, Wholesalers, Manufacturers",[],,
Manufacturing,La Providencia East Coast INC,"40 1st St Passaic, NJ 07055",,(973) 773-4835,"Wholesale Men's & Boys' Clothing, Wholesalers, Wholesale Importers, Clothing Manufacturers, Manufacturers, Wholesale Clothing, Wholesale Distribution Centers, Ethnic Goods",[],Business Hours: Sat 9am-3pm,
Manufacturing,Punch Product Usa Inc,"2131 Felver Ct Rahway, NJ 07065",,(732) 574-1900,"Government Contractors, Manufacturer's Agents & Representatives",[],,
Transportation,Giraldo's Transportation,"42 Agar Pl South Hackensack, NJ 07606",,(201) 606-3713,Transportation Services,[],,
Transportation,James Transportation,"212 Delaware Ave Egg Harbor Twp, NJ 08234",,(609) 365-2641,"Visa Accepted, Transportation Services, Medical Transportation, Mastercard Accepted, Discover Accepted, American Express Accepted",[],Business Hours: Mon. - Fri. 7am - 5pm;Sat. 7am - 12am;Sun. CLOSED,
Transportation,Hnk Transportation,"394 Veterans Blvd Carlstadt, NJ 07072",,(201) 840-7676,"Transportation Services, Trucking Companies",[],,
Transportation,Vitalink Transportation,"572 Bloomfield Ave Bloomfield, NJ 07003",,(973) 743-0007,Transportation Services,[],,
Transportation,Sanluis Transportation,"405 Monroe St Passaic, NJ 07055",,(973) 653-0230,Transportation Services,[],,
Transportation,Ovalles Transportation,"987 E 19th St Paterson, NJ 07501",,(862) 823-6007,Transportation Services,[],,
Transportation,Avalon Transportation,"89 Ridge Rd North Arlington, NJ 07031",,(800) 910-5466,"Shuttles, Car Service, Transportation & Storage, Airport Transportation, Limousine Service, Taxis, Taxis & Shuttles, Transportation Services, Passenger Transportation",[],,
Transportation,Jem Transportation,"4 Woodview Ave Fords, NJ 08863",,(732) 738-4856,Transportation Services,[],,
Transportation,Weldon Transportation,"401 Saint James Ave Phillipsburg, NJ 08865",,(908) 859-8400,"Transportation Services, Trucking Companies",[],,
Transportation,Clairidge Transportation,"41 Watchung Plz # 139 Montclair, NJ 07042",,(973) 744-6000,Transportation Services,[],,
Transportation,Thiago Transportation,"322 5th Ave Paterson, NJ 07514",,(973) 248-5750,Transportation Services,[],,
Transportation,Roadtex Transportation,"13 Jensen Dr Somerset, NJ 08873",,(732) 805-4060,"Transportation Services, Passenger Transportation",[],,
Transportation,Hough Transportation,"2220 Landmark Pl Allenwood, NJ 08720",,(732) 223-2223,Transportation Services,[],,
Transportation,Moon Transportation,"1786 Jacksonville Jobstown Rd Bordentown, NJ 08505",,(609) 784-8388,Transportation Services,[],,
Transportation,Vine Transportation,"12 Jansen Ave Woodbridge, NJ 07095",,(732) 485-3758,"Taxidermists, Transportation Services, Medical Transportation",[],,
Transportation,Quik Transportation,"771C Roosevelt Ave Carteret, NJ 07008",,(732) 541-1100,Transportation Services,[],,
Transportation,Kida Transportation,"114 Putnam St Paterson, NJ 07524",,(862) 291-5282,Transportation Services,[],,
Transportation,Vijecamp Transportation,"83 Green St Hackensack, NJ 07601",,(201) 923-5752,Transportation Services,[],,
Transportation,Veolia Transportation,"830 Old Corlies Ave Neptune, NJ 07753",,(732) 922-3034,"Transportation Services, Shrub & Tree Services, Bus Travel, Landscaping",[],,
Transportation,Select Transportation,"22 McClellan St Newark, NJ 07114",,(973) 642-1653,"Packing & Crating, Transportation Services",[],Business Hours: Mon-Fri 7am-9pm,
Transportation,Wally's Transportation,"PO Box 72 Sea Girt, NJ 08750",,(732) 899-9259,"Car Service, Transportation Services, Airport Transportation, Taxis, Passenger Transportation",[],,
Transportation,Action Transportation,"321 S Burnt Mill Rd Voorhees, NJ 08043",,(856) 216-8004,"Taxis, Transportation Services",[],,
Transportation,Craig Transportation,"219 S 18th St East Orange, NJ 07018",,(973) 675-0028,Transportation Services,[],,
Transportation,Castillo Transportation,"28 Washington Ave Paterson, NJ 07503",,(862) 238-0788,Transportation Services,[],,
Transportation,Target Transportation,"570 South Ave E Bldg A5 Cranford, NJ 07016",,(908) 709-4401,"Motor Freight Trucking, Trucking Companies, Passenger Transportation, Transportation Services",[],Business Hours: By appointment,
Transportation,Student Transportation,"65 US Highway 46 Pine Brook, NJ 07058",,(973) 428-4800,"Transportation Services, Bus Charters",[],,
Transportation,Aquarios Transportation,"501 E 40th St Paterson, NJ 07504",,(973) 336-7156,Transportation Services,[],,
Transportation,Aicos Transportation,"228 Paterson Ave Paterson, NJ 07502",,(973) 460-0525,Transportation Services,[],,
Transportation,Alstom Transportation,"49 Abbett Ave Morristown, NJ 07960",,(973) 267-3910,"Transportation Services, Training Consultants",[],,
Transportation,Alain's Transportation,"1201 Fuller Rd Linden, NJ 07036",,(754) 234-9413,Transportation Services,[],,
Transportation,International Transportation,"123 Pennsylvania Ave Kearny, NJ 07032",,(973) 466-1293,Transportation Services,[],,
Transportation,Stouts Transportation,"1533 Prospect St Lakewood, NJ 08701",,(609) 883-8891,Transportation Services,[],,
Transportation,International Transportation,"230 N Maple Ave # 317 Marlton, NJ 08053",,(609) 330-7777,Transportation Services,[],,
Transportation,Privilege Transportation,"12 W Elizabeth Ave Linden, NJ 07036",,(908) 290-3098,Transportation Services,[],,
Transportation,Keser Transportation,"1384 Pasadena St Lakewood, NJ 08701",,(732) 364-3514,Transportation Services,[],,
Transportation,McCollister's Transportation,"1344 N West Blvd Vineland, NJ 08360",,(856) 696-3264,Transportation Services,[],,
Transportation,Sbjc Transportation,"500 State Rt 17 Hasbrouck Heights, NJ 07604",,(201) 393-0475,Transportation Services,[],,
Transportation,Sentinel Transportation,"164 Berkley Rd Ste C Clarksboro, NJ 08020",,(856) 423-4600,"Transportation Services, Trucking Companies",[],,
Transportation,Atlantic Transportation,"3 Slater Dr Elizabethport, NJ 07206",,(908) 994-1089,Transportation Services,[],,
Transportation,Wendely's Transportation,"392 E 21st St Paterson, NJ 07513",,(973) 666-4307,Transportation Services,[],,
Transportation,Vargas Transportation,"110 Hammond Ave # 2 Passaic, NJ 07055",,(973) 510-9515,Transportation Services,[],,
Transportation,Am Transportation,"20 Budd Ave Budd Lake, NJ 07828",,(973) 527-4142,"Transportation Services, Passenger Transportation",[],,
Transportation,Angelique Transportation,"30 Hoitsma Ct Fair Lawn, NJ 07410",,(201) 254-9671,Transportation Services,[],,
Transportation,Csx Transportation,"161 Gaither Dr Mount Laurel, NJ 08054",,(856) 273-5926,"Transportation Services, Trucking Companies, Railroads",[],,
Transportation,Ped Transportation,"1258 Haddonfield Berlin Rd Voorhees, NJ 08043",,(856) 767-7111,"Transportation Services, Passenger Transportation",[],,
Transportation,Integrity Transportation,"1026 W White Horse Pike Egg Harbor City, NJ 08215",,(609) 965-8100,Transportation Services,[],,
Transportation,Valteris Transportation,"26 Dietrich St Little Ferry, NJ 07643",,(201) 467-7300,Transportation Services,[],,
Transportation,Target Transportation,"536 South Ave E Cranford, NJ 07016",,(908) 967-6359,"Transportation Services, Motor Freight Trucking",[],,
Transportation,Rollex Transportation,"289 State Route 33 Ste 1 Manalapan, NJ 07726",,(732) 786-9597,Transportation Services,[],,
Transportation,Fiossa Medical Transportation,"47 Ridgedale Ave Madison, NJ 07940",,(973) 377-0024,"Medical Transportation, Transportation Services, Ambulances",[],,
Transportation,Aaron Medical Transportation,"293 Eisenhower Pkwy Ste 100 Livingston, NJ 07039",,(201) 646-1010,"Ambulances, Transportation Services, Passenger Transportation",[],,
Transportation,Able Medical Transportation,"61 5th St Somerville, NJ 08876",,(732) 525-8827,"Transportation Services, Ambulances",[],,
Transportation,Corbert Medical Transportation,"581 Rahway Ave Ste 1 Union, NJ 07083",,(908) 810-8003,"Ambulances, Transportation Services, Medical Transcription, Medical Transportation, Emergency Medical Services",[],,
Transportation,Q EZ Transportation,"914 Forest View Dr Avenel, NJ 07001",,(732) 510-7032,Transportation Services,[],,
Transportation,Wall Township Transportation,"1817 Old Mill Rd Belmar, NJ 07719",,(732) 681-7698,"Taxis & Shuttles, Transportation Programs, Passenger Transportation",[],,
Transportation,R P Transportation,"41 Bayard St New Brunswick, NJ 08901",,(732) 626-5227,"Passenger Transportation, Transportation Services",[],,
Transportation,Automobile Transportation SVC,"3301 State Route 66 Neptune, NJ 07753",,(732) 643-1052,"Passenger Transportation, Transportation Services, Car Service",[],,
Transportation,A C Transportation,"383 Madison St Apt 1 Passaic, NJ 07055",,(201) 354-7590,Transportation Services,[],,
Transportation,Malson Transportation Inc,"11 Plymouth Dr East Windsor, NJ 08520",,(732) 866-0677,Transportation Services,[],,
Transportation,Royal Transportation Express,"802 Hamilton St Somerset, NJ 08873",,(732) 354-0755,"Passenger Transportation, Transportation Services",[],,
Transportation,Hammonton Pupil Transportation,"601 N 4th St Hammonton, NJ 08037",,(609) 567-7078,Transportation Programs,[],,
Transportation,W C Transportation,"220 US Highway 46 Ste 105 Little Ferry, NJ 07643",,(973) 594-8100,"Limousine Service, Transportation Services",[],,
Transportation,Bsg Transportation Inc,"178 Davenport St Somerville, NJ 08876",,(908) 203-9083,Transportation Services,[],,
Transportation,Regency Transportation Inc,"481 Doremus Ave Newark, NJ 07105",,(973) 274-9001,Transportation Services,[],,
Transportation,Ark Transportation LLC,"916 Van Buren Ave Elizabeth, NJ 07201",,(908) 353-8649,Transportation Services,[],,
Transportation,Transportation Inspection Agcy,"744 Broad St Newark, NJ 07102",,(973) 643-7300,Transportation Services,[],,
Transportation,Battelini Transportation Syst,"351 N Harding Hwy Landisville, NJ 08326",,(856) 697-9595,"Heavy Hauling, Towing & Wrecking, Towing, Transportation Services",[],,
Transportation,Slay Transportation Corp,"155 Smith St Keasbey, NJ 08832",,(732) 324-4449,"Trucking Companies, Exterior Cleaning, Transportation Services",[],,
Transportation,Jewels Transportation INC,"241 Oraton St Newark, NJ 07104",,(973) 481-1050,"Transportation Services, Trucking Companies, Child Care",[],,
Transportation,Import Performance Transportation,"1105 State Route 23 Wayne, NJ 07470",,(973) 406-7000,Transportation Services,[],,
Transportation,Senior Citizens Transportation,"1 Provost Sq Caldwell, NJ 07006",,(973) 226-5108,"Transportation Programs, General Government Offices",[],,
Transportation,Senior Transportation Inc,"14 Zeloof Dr Princeton Junction, NJ 08550",,(609) 275-1994,Transportation Services,[],,
Transportation,Elite Medical Transportation,"419 Valley St Orange, NJ 07050",,(862) 766-5851,Medical Transportation,[],,
Transportation,Country Club Transportation,"23 Pershing Ave Newark, NJ 07114",,(973) 242-4437,"Transportation Services, Taxis & Shuttles, Limousine Service, Bars & Clubs",[],,
Transportation,R S Transportation,"62 Highland St Paterson, NJ 07524",,(973) 801-6977,Transportation Services,[],,
Transportation,Paramount Transportation Systs,"200 Mill Rd Edison, NJ 08817",,(732) 346-7171,"Taxis & Shuttles, Passenger Transportation, Transportation Services",[],,
Transportation,Transportation Solutions LLC,"601 Penhorn Ave Secaucus, NJ 07094",,(201) 223-2108,"Courier Services, Transportation Services",[],,
Transportation,"4 Diamond Transportation,","180 Getty Ave Clifton, NJ 07011",,(862) 238-7900,"Educational Services, Bus Charters, Transportation Services, School Buses, Bus Travel",[],Business Hours: Mon-Fri 9am-5pm,
Transportation,J V Transportation,"720 S Front St Elizabeth, NJ 07202",,(908) 820-8848,"Air Couriers, Trucking Companies, Transportation Services, Passenger Transportation, Household Storage, Storage, Courier Services, Air Cargo Service",[],Business Hours: Mon. - Sun. 24 Hours,
Transportation,Transportation Services Unltd,"1 Hill St Paterson, NJ 07502",,(973) 389-0900,"Transportation Services, Government Contractors",[],,
Transportation,Emelys Transportation Llc,"1514 44th St North Bergen, NJ 07047",,(201) 863-1127,Transportation Services,[],,
Transportation,E & R Transportation,"224 E 22nd St Paterson, NJ 07514",,(973) 220-9964,Transportation Services,[],,
Transportation,Specialize Transportation Inc,"6 Fitzgerald Ave Monroe Twp, NJ 08831",,(609) 655-4117,Transportation Services,[],,
Transportation,Carol Transportation INC,"99 Evergreen Ave Newark, NJ 07114",,(908) 862-1300,"Transportation Services, Motor Freight Trucking",[],,
Transportation,Phoenix Transportation SVC,"183 S 18th St East Orange, NJ 07018",,(862) 930-7159,Transportation Services,[],,
Transportation,Atlantic City Transportation,"1301 Bacharach Blvd Atlantic City, NJ 08401",,(609) 347-5416,"Transportation Programs, General Government Offices, Government Contractors",[],Business Hours: Mon-Fri 9am-4:30pm,
Transportation,Ground Transportation Inc,"100 Davidson Ave Somerset, NJ 08873",,(732) 365-1144,Transportation Services,[],,
Transportation,Eta Worlwide Transportation,"1878 Marlton Pike E Ste 8 Cherry Hill, NJ 08003",,(856) 874-1904,"Passenger Transportation, Transportation Services, Limousine Service",[],,
Transportation,Fast Track Transportation,"2120 McCarter Hwy Newark, NJ 07104",,(973) 350-0444,Transportation Services,[],,
Transportation,Golden Arrow Transportation,"1360 George St Plainfield, NJ 07062",,(908) 222-1998,Transportation Services,[],,
Transportation,Craig Transportation Inc,"688 S 21st St Irvington, NJ 07111",,(973) 373-0112,"Storage, Transportation Services",[],,
Transportation,Autoluxe Transportation Svc,"1822 Willow Ave Ste B Weehawken, NJ 07086",,(201) 348-3750,"Passenger Transportation, Transportation Services",[],,
Transportation,B & R Transportation,"1835 US Highway 130 North Brunswick, NJ 08902",,(732) 658-3408,Transportation Services,[],,
Transportation,J M Transportation,"110 Gregory Ave Passaic, NJ 07055",,(862) 668-6820,Transportation Services,[],,
Transportation,Covert Transportation Lgstcs,"270 Drum Point Rd # 201 Brick, NJ 08723",,(732) 920-3510,"Trucking Companies, Transportation Services",[],,
Transportation,Selective Transportation Corp,"19 Crows Mill Rd Keasbey, NJ 08832",,(732) 738-1060,"Trucking Companies, Motor Freight Trucking, Passenger Transportation, Transportation Services",[],,
Transportation,T & J Transportation,"5100 White Horse Pike Egg Harbor City, NJ 08215",,(609) 965-1311,"Transportation Services, Passenger Transportation",[],,
Transportation,Island Transportation Corp,"850 Port Reading Ave Port Reading, NJ 07064",,(732) 541-8091,Transportation Services,[],,
Transportation,Mahattan Transportation LLC,"246 Garfield Ave Collingswood, NJ 08108",,(856) 869-3043,"Limousine Service, Transportation Services",[],,
Transportation,Celebrity Transportation Service,"20 Vreeland St Lodi, NJ 07644",,(973) 772-6606,"Taxis & Shuttles, Limousine Service, Transportation Services",[],,
Transportation,Transportation Liquidators LLC,"2744 S Delsea Dr Vineland, NJ 08360",,(856) 692-2448,Transportation Services,[],"Business Hours: Mon-Fri 9am-6:30pm, Sat 9am-5pm",
Transportation,Tonys Transportation LLC,"8 Greenwood Lake Tpke Ringwood, NJ 07456",,(862) 200-5092,Transportation Services,[],,
Transportation,Princeton Area Transportation,"12 Douglass Dr Princeton, NJ 08540",,(609) 924-0277,"Visa Accepted, Taxis, Limousine Service, American Express Accepted, Mastercard Accepted, Airport Transportation, Transportation Services",[],,
Transportation,Maybridge Transportation LLC,"1913 Greentree Rd Cherry Hill, NJ 08003",,(856) 751-1010,Transportation Services,[],,
Transportation,Transportation Barnegat Board,"25 Birdsall St Barnegat, NJ 08005",,(609) 698-1024,"School Buses, Transportation Services",[],,
Transportation,Crosslands Transportation Inc,"213 Stuyvesant Ave Lyndhurst, NJ 07071",,(201) 460-0333,"Automotive Repair, Transportation Services, Limousine Service",[],,
Transportation,Island Transportation Corp,"436 Doremus Ave Newark, NJ 07105",,(973) 465-9530,"Wholesale Petroleum Products, Gas Stations, Transportation Services",[],,
Transportation,Central Jersey Transportation,"167 Attison Ave Toms River, NJ 08757",,(732) 703-6595,"Airport Transportation, Transportation Services",[],Business Hours: Daily 24 Hours,
Transportation,Myles Transportation Inc,"2203 Garry Rd Cinnaminson, NJ 08077",,(856) 303-1914,"Trucking Companies, Motor Freight Trucking, Wholesale Importers, Transportation Services",[],"Business Hours: Mon - Fri, 9am - 5pm; Sat, Sun, closed",
Transportation,Donkey Transportation LLC,"44 Franklin St Apt 1 Jersey City, NJ 07307",,(201) 222-1220,Transportation Services,[],,
Transportation,Gorham Transportation Llc,"15 Central Ave West Orange, NJ 07052",,(973) 672-7000,"Passenger Transportation, Bus Travel",[],,
Transportation,Blue Moon Transportation,"115 Burrs Rd Westampton, NJ 08060",,(609) 267-1956,Transportation Services,[],,
Transportation,Dp Transportation-Cllngslks,"119 W Collings Dr Williamstown, NJ 08094",,(609) 704-2929,Transportation Services,[],,
Transportation,Sbk Transportation Llc,"14 State Route 33 Freehold, NJ 07728",,(732) 370-5357,Transportation Services,[],,
Transportation,J & B Transportation,"4239 State Route 33 Tinton Falls, NJ 07753",,(732) 918-4844,"Car Service, Transportation Services, Medical Transportation, Limousine Service",[],,
Transportation,H R Transportation,"179 Madison St Passaic, NJ 07055",,(973) 264-3728,Transportation Services,[],,
Transportation,Friendly Transportation Service,"804 Darlington Dr Old Bridge, NJ 08857",,(646) 340-3730,"Transportation Services, Insurance Adjusters",[],,
Transportation,Azalo Medical Transportation,"880 Bergen Ave # 108 Jersey City, NJ 07306",,(201) 685-7953,Medical Transportation,[],,
Transportation,Safe Ride Transportation,"4907 N Oaks Blvd North Brunswick, NJ 08902",,(732) 529-5318,"Transportation Services, Passenger Transportation",[],,
Transportation,Medical Transportation Con,"602 E Atlantic Ave Laurel Springs, NJ 08021",,(856) 784-7653,"Health & Medical Services, Medical Transportation, Transportation Services",[],,
Transportation,Classic Transportation LLC,"894 Broadway Newark, NJ 07104",https://apis.elocal.com/tracker/track?q=281cc65e3dd40c08068790b38cae1ad2e7a7afdfd1390702eabc941ea04398d7b1f392466e56bd9cdbcf008ab108b6fb8243fc8c53d2a9a9a78f07cc7152fd7976fdce528e8b79275e150db3c17231ae6868ccbd3d4246202eb56234818f6dd7e2fa8f53d2d8a9e18111f8648011c7307309c98a3eac210e20ecfdeddc7bffbfbd4dce3e5f47a4a2c602d4e63a735666e65eee05b64ca82dda3c1e374ed887c3ac0f90f9b51fa214bf5dc423f90dc56de99069174143276e3f3d148142928f1871928f1308b6c92713079227eb3f172319c466ba96f90af227703a918753a45cf2ea95693828ff023498159563c596614707b39af505acedc9279d4451af9c62b81363d139e52cfa5868bf1504093043fbf52531ea3f7772970a6037a063dbbdd5eadfbbdb6419c7619e8e6bf1a75e978dc10f86a0c9519dd253e9d5579b432036548e04a63423a3c12edbf213b14eabf45e73ac4aa42a84a2a1890a9bc1d4c22fa883890b3dfa6f0c5b2e3fb8d12aefb9449a8b6dd2667892aca8fd9059ef876cdb833d59a0b533cf580c51b98e8c9860f6aa0dda1e33a5fcc455c8af8953b6d6766342b6d03513191ce494ecd40cc9928ca09765852eb84f59e6c9fd05651ff44ac2217702b8f1776ddac7df8183fb103cc01bf8678e4d0a882400a6c3025a7632fc1182d8d284faa6d74602b520a3fbfafd833b32136e449b4c62dbd0000dbb1c0263493d99ac27d7c61bb64855739f024517d51930aa0b52ebf657a3fa5cdd80fe2e57813ed9f179a2b614b42ecae9afb348286e934ad99a4a0f94217b2538623206a4a5000659df854f48a50339413ba7ab4856ee612760252ef256c19d7009f28815dfe26a87dca630d904d77bf91ddf4fa670496460519e48547c354984e3c926964273c71d4d99531a14fc98010c0cdc46d40b7474e1b63cd7c11d31228d5f91094995a9fc528e4d5b8627d8,(973) 484-9494,"Stress-Free Travel With Our Dependable Airport Shuttle Services. Classic is an owner-operated luxury transportation service. We have been in business since 1994, servicing all of New Jersey and the Metropolitan area. Our company offers the highest standard of executive car and luxury service available in the business. We have over one hundred fifty late-model Lincoln Town Cars and our Limousine service offers:",[],,Sit Back And Relax While We Do All The Work.
Transportation,Delta Transportation Svc,"10 Stuyvesant Ave Lyndhurst, NJ 07071",,(201) 460-0433,Transportation Services,[],,
Transportation,Valley Transportation LLC,"55 Walnut St Ste 203 Norwood, NJ 07648",,(201) 750-8229,"Passenger Transportation, Transportation Services",[],,
Transportation,Flores & Sons Transportation,"77 Pennington Ave Passaic, NJ 07055",,(973) 563-3909,Transportation Services,[],,
Transportation,Flight Transportation Systems,"223 Randolph Ave Clifton, NJ 07011",,(973) 772-4600,"Advertising, Passenger Transportation",[],,
Transportation,Transportation Research Board,"619 Alexander Rd Ste 300 Princeton, NJ 08540",,(202) 334-2934,Transportation Services,[],Business Hours: Mon-Fri 8am-5pm,
Transportation,Dalton Transportation Svc,"120 Georges Rd Ste 1 New Brunswick, NJ 08901",,(732) 247-8450,"Passenger Transportation, Transportation Services",[],,
Transportation,Ryder Transportation Inc,"646 State Route 18 East Brunswick, NJ 08816",,(732) 307-7297,Transportation Services,[],,
Transportation,Riveredge Transportation Inc,"207 Meadow Rd Edison, NJ 08817",,(732) 819-0660,Transportation Services,[],,
Transportation,V & D Transportation,"105 State St Apt 1F Hackensack, NJ 07601",,(201) 580-9545,Transportation Services,[],,
Transportation,Auto Cars Transportation,"2045 State Route 35 South Amboy, NJ 08879",,(732) 479-0076,"Transportation Services, Car Movers",[],,
Transportation,Ski Transportation LLC,"215 2nd St Apt 33 Hackensack, NJ 07601",,(201) 694-4576,Transportation Services,[],,
Transportation,Roadtex Transportation Inc,"600 N Union Ave Ste 1 Hillside, NJ 07205",,(908) 686-8200,"Transportation Services, Trucking Companies",[],,
Transportation,A & A Medical Transportation,"249 Midland Ave # 2 Garfield, NJ 07026",,(973) 340-6670,"Ambulances, Transportation Services",[],,
Transportation,Ocean City Transportation Ctr,"945 Haven Ave Ocean City, NJ 08226",,(609) 398-9030,"Transportation Programs, Passenger Transportation, General Government Offices, Transportation Services, Taxis & Shuttles, Carpools",[],,
Transportation,"Responsive Medical Transportation, Inc.","511 Dover Rd Toms River, NJ 08757",,(888) 505-8004,"Ambulances, Disabled Services, Medical Transportation, Medical Transcription",[],Business Hours: Open Daily 24 Hours,
Transportation,Life Streams Medical Transportation,"625 Central Ave Newark, NJ 07107",,(973) 230-3333,"Ambulances, Passenger Transportation",[],Business Hours: Daily 24 Hours,
Transportation,Lakewood Transportation,"306 1st St Lakewood, NJ 08701",,(732) 534-9305,"Taxis, Airport Transportation, Limousine Service, Taxis & Shuttles",[],,
Transportation,Decker Transportation,"7 Vernon Crossing Rd Vernon, NJ 07462",,(973) 764-8005,Bus Travel,[],,
Transportation,United Transportation,"1 Maple Ave # C Netcong, NJ 07857",,(973) 527-7020,Labor Unions,[],,
Transportation,Transportation Distributors,"121 N Michigan Ave Kenilworth, NJ 07033",,(908) 241-9800,"Advertising, Motor & Generator Manufacturers, Wholesale Distribution Centers, Wholesale Auto Parts",[],,
Transportation,Van Transportation,"40 E Milton Ave Rahway, NJ 07065",,(732) 388-2222,"Limousine Service, Taxis & Shuttles",[],,
Transportation,Payne Transportation,"197 Rancocas Rd Mount Holly, NJ 08060",,(609) 261-1567,Unclassified,[],,
Transportation,Roadtext Transportation,"1 Heller Park Ln Somerset, NJ 08873",,(732) 412-7626,Heavy Hauling,[],,
Transportation,Berber Transportation,"53 Columbia St West Orange, NJ 07052",,(862) 252-6556,School Buses,[],,
Transportation,Aga Transportation,"307 E 26th St Paterson, NJ 07514",,(973) 523-8111,Trucking Companies,[],,
Transportation,Transportation Services,"130 Ravine Dr Apt 17A Matawan, NJ 07747",,(908) 770-8839,"Taxis & Shuttles, Car Service, Airport Transportation, Limousine Service",[],Business Hours: M-Su 24hr,
Transportation,Swift Transportation,"943 Omar Ave Avenel, NJ 07001",,(732) 750-8856,"Motor Freight Trucking, Trucking Companies",[],,
Transportation,Yannies Transportation,"29 Northfield Ave Ste 2 West Orange, NJ 07052",,(908) 486-0848,Trucking Companies,[],,
Transportation,Nfi Transportation,"71 W Park Ave Vineland, NJ 08360",,(856) 691-7492,"Trucking Companies, Motor Freight Trucking",[],,
Transportation,Specialty Transportation,"2566 Plainfield Ave Scotch Plains, NJ 07076",,(908) 322-0100,Trucking Companies,[],,
Transportation,Tina Transportation Mgmt LLC,"420 Saint Pauls Ave Jersey City, NJ 07306",,(201) 360-3014,"Transportation Services, Limousine Service",[],,
Transportation,A & L Transportation Inc,"435 Minnisink Rd Totowa, NJ 07512",,(973) 785-1957,"Medical Transportation, Medical Transcription, Transportation Services",[],,
Transportation,Rick's Transportation Service Inc,"580 Duncan Ave Jersey City, NJ 07306",,(201) 763-6132,"Wholesale Industrial Trucks, Trailer Dealers, Repair Shops, Wholesale Truck Trailers, Transportation Services",[],,
Transportation,Ramco Transportation Svc Inc,"PO Box 155 Lakehurst, NJ 08759",,(732) 657-2800,"Trucking Companies, Transportation Services",[],,
Transportation,Reliable All Purpose Transportation,"306 22nd Ave Paterson, NJ 07513",,(862) 239-9598,Transportation Services,[],,
Transportation,Tri State Ground Transportation,"133 Westfield Ave Clark, NJ 07066",,(732) 669-1100,"Transportation Services, Limousine Service, Office Building Operators, Office Space Rental",[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED,
Transportation,Nj Transportation Wd Brd,"90 Crows Mill Rd Keasbey, NJ 08832",,(732) 738-3204,Transportation Services,[],,
Transportation,A B C Transportation,"52 Magnolia Ave Dumont, NJ 07628",,(201) 385-0600,"Transportation Services, Taxis",[],,
Transportation,R R R Transportation,"396 E 21st St Paterson, NJ 07513",,(862) 944-5643,Transportation Services,[],,
Transportation,"Responsive Medical Transportation, Inc.","9 Hospital Dr Ste C28 Toms River, NJ 08755",,(732) 505-8004,Transportation Services,[],,
Transportation,Bat Ha Transportation Coach,"3 Wall St Cranford, NJ 07016",,(908) 931-9223,Transportation Services,[],,
Transportation,H & M Intl Transportation,"125 County Rd Jersey City, NJ 07307",,(201) 610-1407,"Freight Forwarding, Transportation Services",[],,
Transportation,City of Linden Transportation,"302 S Wood Ave Linden, NJ 07036",,(908) 474-8404,"General Government Offices, City Legislators, Transportation Programs",[],,
Transportation,Elite Medical Transportation-Trnng,"100 Morris Ave Springfield, NJ 07081",,(973) 218-6024,Medical Transportation,[],,
Transportation,Fort Dix Transportation Office,"5139 Pemberton Wrightstown Rd Fort Dix, NJ 08640",,(609) 562-6376,Transportation Services,[],,
Transportation,On Time Medical Transportation,"5 Franklin Ave Belleville, NJ 07109",,(973) 302-7345,Medical Transportation,[],,
Transportation,Rechev Transportation Co INC,"1131 Raritan Ave Highland Park, NJ 08904",,(732) 235-0042,Transportation Services,[],,
Transportation,A B C Transportation,"340 9th Ave Paterson, NJ 07514",,(646) 392-6875,Transportation Services,[],,
Transportation,Ad VIP Airport Transportation,"45 Wrangle Brook Rd Toms River, NJ 08755",,(732) 917-1727,"Airport Transportation, Transcription, Transportation Services, Limousine Service, Car Service",[],Business Hours: Daily 24 Hours,
Transportation,Rite Ride Transportation Corp,"101 Broad Ave Ste 3 Fairview, NJ 07022",,(201) 866-9400,"Transportation Services, Bus Travel, Bus Charters",[],,
