industry,business name,address,external link,phone number,business hours,additional_info,emails,teaser
Manufacturing,ITI Manufacturing,"333 Southwestern Blvd Ste 202 Sugar Land, TX 77478",https://apis.elocal.com/tracker/track?q=0a15c55f109aa8d2a8dcf4de70d7689efcd7643d5ec82163cd52639137727f16dbf1a08b3b6bef387672e3b6f9dd5a217dbd8c4ddbf8a53130f5415c56bf79c8887936406840997d5865c2309f6aa01252147bf65696ac571bfe5b6692f193cd526180e88880ba9c5fa617b37881a2c1309c1022c983f5bd1ceaf689f813bd508bfab0bf4a665ee3fab7c2f9592a521ccd0ae8ddbf14f2df384184ad6900408f73e6665f864d2d5e36a39a4905a3515b15486eca59e1cb9f0290767ca9896a5fc0c4565ee4136f9ce32d4e1056e275bc3d10fd78fcd10cca0774cc917ce4d788c614a0dbe0c67be316366fbe4a33b6921e0363e5dd8ff6823b02f124043412ae7dc2b09a9ad08699aecb76f820f2d748924a6a3fd0db3c0e7d26ffbee7d95ffe4c55111e39eac56a92d0065cf045098ff69067881ff53f60d8fe984d1d3957bb9070981152a9c580cfd5892e19a732af85d5640dd3f75fcf538d5e9b39bfd0569545b89d129c0bad6fafd55d751ca79e0305318f0d676049da8ccbdfa4526da0505ea0a3ba2e0cbc7f546838fb7e6618d5a363bd9d8c3d31074509865914ef7ae40317d53473434647878184140798ccea90b772cc41125475e31a41e6a8ce295b818e55ba411846e697ba5d952d33b22a3969cf2838342a00b223d279388f0bc33bbb46b4452c6b46a83983c6a949687729f478ad139560188c9298bfcd4fcd5bae1ac851e62458a0616dec16b766c9df7e377fdf3564a7dfdce071706a1cd215b25fd33ff04cf58e84b36f31e2b93a03f480a0799fbbf7c124a350a68e6c482ad6a73ac98600ec34c5cb549912ae2320d69fc2eb586749fca383b4f30b8330c734217f408af010af89b263cbcfc58910a16494b4626f3b97f4b029c75079326a36cb5229feccb2f5b8b246261e221c5f73121a46bbc3264edca2d682bec4fd8d12b86dc66d99485cd137b5c3fdce776726deda932e78e082d292fe07067d01,(281) 242-7030,,Agriculture & Forestry,[],
Manufacturing,Lavco Manufacturing,"4102 Way Out West Dr Ste C Houston, TX 77092",,(713) 690-2965,,"Industrial Equipment, General Industrial Machinery Manufacturers",[],
Manufacturing,Fitz Manufacturing,"6625 Iron Horse Blvd North Richland Hills, TX 76180",,(817) 281-8816,,"Government Contractors, Aircraft Parts",[],
Manufacturing,Dico Manufacturing,"4021 Conflans Rd Irving, TX 75061",,(972) 313-0978,,"Government Contractors, Wholesale Hospital Equipment",[],
Manufacturing,Elite Manufacturing,"5210 Dakota Ln Denton, TX 76207",,(940) 381-2071,Business Hours: Mon-Fri 8am-5pm,Automotive Repair,[],
Manufacturing,Axiom Manufacturing,"1226 Exchange Dr Richardson, TX 75081",,(972) 437-3737,,"Consumer Electronics, Government Contractors, Wholesale Computers, Wholesale Electronic Equipment, Surgical Instrument Manufacturers",[],
Manufacturing,Sierra Manufacturing,"740 Interstate 45 N Huntsville, TX 77320",,(936) 291-9522,,"Chemical Manufacturers, Wholesale Chemical Products",[],
Manufacturing,Maxwell Manufacturing,"55 2nd St Maxwell, TX 78656",,(512) 357-2772,,"Other Plastic Product Manufacturers, Plastic Mold Makers, Allied Metal Services",[],
Manufacturing,Vanguard Manufacturing,"9490 US Highway 87 E Lot 1 San Antonio, TX 78263",,(210) 922-2277,,Hats,[],
Manufacturing,Terry Manufacturing,"2324 W Reagan St Palestine, TX 75801",,(800) 594-2167,,"Kitchen Cabinets, Cabinet Makers, Millwork, Cabinet Manufacturers",[],
Manufacturing,Hooten Manufacturing,"2401 FM 896 Leonard, TX 75452",,(903) 217-4709,,Unclassified,[],
Manufacturing,Chaparral Manufacturing,"311 S US Highway 69 Trenton, TX 75490",,(903) 989-5175,,"Machine Shops, General Industrial Machinery Manufacturers, Tool & Die Makers, Automotive Repair",[],
Manufacturing,Langley Manufacturing,"105 Wildhurst St Nacogdoches, TX 75964",,(936) 569-8824,,Metal Stampings,[],
Manufacturing,Taurus Manufacturing,"6501 Golder Ave Odessa, TX 79764",,(432) 368-4330,,Machine Shops,[],
Manufacturing,Hudco Manufacturing,"18521 Highway 105 Cleveland, TX 77328",,(281) 432-0202,,Communications,[],
Manufacturing,Magma Manufacturing,"4420 Elm St Dallas, TX 75226",,(214) 444-9718,Business Hours: Mon-Fri 9am-5pm,Sales Consultants,[],
Manufacturing,Megladon Manufacturing Grp,"2113 Wells Branch Pkwy Austin, TX 78728",,(512) 491-0006,,"Fiber Optics, Manufacturers, Wholesalers",[],
Manufacturing,Firstline Manufacturing Corp,"10865 Seaboard Loop Houston, TX 77099",,(832) 582-7086,,"Manufacturers, Wholesalers",[],
Manufacturing,Aquatank Manufacturing Inc,"724 Conveyor Dr Joshua, TX 76058",,(817) 648-0283,,"Manufacturers, Wholesalers",[],
Manufacturing,GST Manufacturing Ltd,"4201 Janada St Haltom City, TX 76117",,(817) 520-2320,Business Hours: Mon-Fri 7:30am-4:30pm,"Wholesale Printing Equipment, Printing Machinery Manufacturers, Wholesalers, Metal Stampings, Fabricated Metal Products, Steel Fabricators, Fabricated Structural Metal Manufacturers, Metal Manufacturers, Structural Steel Erection, Other Manufacturers, Government Contractors, Sheet Metal Work Contractors, Metal Fabricators, Structural Steel Manufacturers, Sheet Metal, Construction Companies, Manufacturers",[],
Manufacturing,Reynolds Manufacturing Corp,"5489 N 3rd St Abilene, TX 79603",,(325) 698-7262,,"Wholesalers, Wholesale Furniture, Headboards, Other Furniture Manufacturers, Manufacturers, Furniture & Fixture Manufacturers, Headboard Manufacturers, Household Furniture Manufacturers",[],
Manufacturing,Mueller Manufacturing Inc,"2200 Brazosport Blvd N Richwood, TX 77531",,(979) 265-7730,,"Machine Shops, Wholesalers, Manufacturers",[],
Manufacturing,Whitemore Manufacturing Co,"1250 Justin Rd Rockwall, TX 75087",,(972) 722-7601,,"Manufacturers, Wholesalers",[],
Manufacturing,Mueller Manufacturing INC,"PO Box 3147 Lake Jackson, TX 77566",,(979) 265-8303,,"Wholesalers, Manufacturers, Machine Shops",[],
Manufacturing,Arcot Manufacturing Corp,"2950 Mowery Rd Houston, TX 77045",,(713) 222-8088,,"Manufacturer's Agents & Representatives, Wholesale Soaps & Detergents, Adhesives Manufacturers, Business Management Consultants, Wholesale Cleaning Compounds, Cleaning Product Manufacturers",[],
Manufacturing,Thermell Manufacturing INC,"6850 Exchange Dr Mansfield, TX 76063",,(817) 225-2446,,"Wholesale Refrigerators & Freezers, Wholesalers, Manufacturers",[],
Manufacturing,Liberty Manufacturing Inc,"1002 Hoerner Rd Mission, TX 78572",,(956) 580-1144,,"Wholesalers, Manufacturers",[],
Manufacturing,Manufacturing Supply Intl,"8402 Scranton St Houston, TX 77061",,(713) 333-0200,,"Manufacturers, Wholesalers, Other Manufacturers",[],
Manufacturing,Demco Manufacturing Inc,"1121 N Temple Dr Diboll, TX 75941",,(936) 829-4771,,"Construction Equipment Manufacturers, Government Contractors, Woodworking Machinery Manufacturers, Manufacturers, Machine Shops, Wholesalers",[],
Manufacturing,Chantex Manufacturing Incorporated,"3928 Bacon Switch Rd Iowa Park, TX 76367",,(940) 592-4802,,"Wholesalers, Manufacturers",[],
Manufacturing,3b Manufacturing LLC,"1919 Hutchins Ave Ballinger, TX 76821",,(325) 365-2762,"Business Hours: Mon-Fri 8am-6pm, Sat 9am-12pm","Wholesalers, Manufacturers, Manufacturer's Agents & Representatives",[],
Manufacturing,Triax Manufacturing LLC,"1701 Martinique Dr Mansfield, TX 76063",,(682) 518-8601,,"Wholesalers, Manufacturers",[],
Manufacturing,Henek Manufacturing Inc,"9700 Almeda Genoa Rd Ste 601 Houston, TX 77075",,(713) 943-7543,,"Government Contractors, Manufacturers, Wholesalers, General Industrial Machinery Manufacturers, Other Manufacturers",[],
Manufacturing,Titan Manufacturing Inc,"9447 Bamboo Rd Houston, TX 77041",,(713) 283-7700,,"Wholesalers, Manufacturers",[],
Manufacturing,We Manufacturing & Controls,"8131 Lockheed Ave Houston, TX 77061",,(713) 649-3567,,"Manufacturer's Agents & Representatives, Manufacturers, Wholesalers",[],
Manufacturing,Rheem Manufacturing Co,"3102 Vidaurri Ave Laredo, TX 78040",,(956) 725-5000,,"Air Conditioning Equipment Manufacturers, Wholesalers, Manufacturers",[],
Manufacturing,Critical Manufacturing Inc,"9405 Lightwood Loop Austin, TX 78748",,(512) 291-0068,,"Wholesalers, Manufacturers",[],
Manufacturing,Manufacturing Supply Intl,"9000 Monroe Rd Houston, TX 77061",,(713) 333-0290,,"Wholesalers, Other Manufacturers, Manufacturers",[],
Manufacturing,Bautista Sewing Manufacturing,"321 Sgt Rosas St Weslaco, TX 78599",,(956) 969-1262,,"Manufacturers, Wholesalers, Churches",[],
Manufacturing,Bennett Manufacturing Co,"312 S US Highway 69 Whitewright, TX 75491",,(903) 364-5513,,"Manufacturers, Wholesalers, Other Manufacturers, Machine Shops",[],
Manufacturing,Modine Manufacturing Co,"11018 Delta Dr Ste B Laredo, TX 78045",,(956) 722-8788,,"Boiler Shops, Wholesalers, Other Manufacturers, Manufacturers",[],
Manufacturing,Caldwell Manufacturing Co,"9 Founders Blvd El Paso, TX 79906",,(585) 352-3790,,"Wholesalers, Manufacturers",[],
Manufacturing,Nrg Manufacturing Inc,"11311 Holderrieth Rd Ste 100 Tomball, TX 77375",,(979) 220-3446,,"Wholesalers, Manufacturers",[],
Manufacturing,Berridge Manufacturing Co.,"1720 Maury St Houston, TX 77026",,(713) 223-4971,Business Hours: Mon-Fri 8am-5pm,"Wholesalers, Government Contractors, Metal Roofing Contractors, Roof Structures, Manufacturers, Ornamental Metal Work, Metal Manufacturers, Sheet Metal Work Contractors, Roofing Materials, Allied Metal Services, Roofing Contractors, Exporters, General Contractors",[],
Manufacturing,Rampart Manufacturing Inc,"3315 W 11th St Houston, TX 77008",,(713) 864-1229,,"Manufacturers, Wholesalers",[],
Manufacturing,Bronco Manufacturing Llc,"12502 Mosielee St Houston, TX 77086",,(281) 448-3643,,"Manufacturer's Agents & Representatives, Oil & Gas Production, Oil & Gas Field Equipment Manufacturers, Wholesale Oil Field Supplies",[],
Manufacturing,Weston Manufacturing & Repair,"11230 Brittmoore Park Dr Houston, TX 77041",,(713) 983-8414,,"Machine Shops, Manufacturers, Wholesalers",[],
Manufacturing,Alliance Manufacturing Reps,"9420 Orangewood Trl Denton, TX 76207",,(281) 579-9400,"Business Hours: Mon-Thu 8am-5pm, Fri 8am-4pm","Wholesalers, Manufacturers",[],
Manufacturing,Phoenix Manufacturing & Supply,"8901 West Fwy Ste 125 Fort Worth, TX 76116",,(817) 244-7780,,"Wholesalers, Manufacturers, Aircraft Parts",[],
Manufacturing,Oil Country Manufacturing,"6103 Andrews Hwy Odessa, TX 79762",,(432) 362-0339,,"Manufacturers, Wholesalers, Oil & Gas Production",[],
Manufacturing,Wolfram Manufacturing Inc,"9601 Dessau Rd Ste 104 Austin, TX 78754",,(512) 600-3220,,"Wholesalers, Manufacturers",[],
Manufacturing,Pittsburg Manufacturing Co,"301 Mattison St Pittsburg, TX 75686",,(903) 856-0505,,Manufacturer's Agents & Representatives,[],
Manufacturing,"Raider Manufacturing, Ltd.","2008 E 50th St Lubbock, TX 79404",,(806) 762-3227,,"Manufacturers, Government Contractors, Wholesalers",[],
Manufacturing,Weaver Manufacturing Co,"3101 Justin Rd Flower Mound, TX 75028",,(972) 539-8892,,"Fixture Manufacturers, Wholesalers, Wholesale Metal Specialties, Manufacturer's Agents & Representatives, Manufacturers, Metal Manufacturers, Fabricated Metal Products",[],
Manufacturing,Mia Manufacturing INC,"821 Industrial Blvd Del Rio, TX 78840",,(830) 774-5588,,"Manufacturers, Wholesalers, Manufacturer's Agents & Representatives, Hardware",[],
Manufacturing,Coverlay Manufacturing Inc,"4017 N US Highway 67 San Angelo, TX 76905",,(325) 659-4697,Business Hours: Mon-Fri 8am-3pm,"Other Manufacturers, Manufacturer's Agents & Representatives, Wholesalers, Manufacturers",[],
Manufacturing,Radford Manufacturing Inc,"1800 Duval St Fort Worth, TX 76104",,(817) 536-7706,"Business Hours: Mon-Thu 7am-5:30pm, Fri 8am-5pm","Industrial Equipment, Special Industry Machinery Manufacturers, Manufacturers, General Industrial Machinery Manufacturers, Government Contractors, Machine Shops, Wholesalers",[],
Manufacturing,Time Manufacturing Co,"7601 Imperial Dr Waco, TX 76712",,(254) 399-2100,"Business Hours: Mon-Thu 8am-5pm, Fri 8am-3:30pm","Government Contractors, Conveyor Manufacturers, Exporters, Wholesalers, Wholesale Hydraulic Equipment, Manufacturers, Construction Equipment Manufacturers, Hydraulic Equipment Manufacturers",[],
Manufacturing,Wagner Manufacturing Inc,"3570 Rocking J Rd Round Rock, TX 78665",,(512) 341-3770,,"Manufacturers, Unclassified, Wholesalers",[],
Manufacturing,Beauty Manufacturing Solutions,"1250 S Freeport Pkwy Coppell, TX 75019",,(972) 745-6864,,"Manufacturers, Wholesalers",[],
Manufacturing,Rheem Manufacturing Co,"6999 McPherson Rd Laredo, TX 78041",,(956) 568-3179,,"Air Conditioning Equipment Manufacturers, Manufacturers, Wholesalers",[],
Manufacturing,Framework Manufacturing Inc,"3801 Yale St Houston, TX 77018",,(713) 692-5222,,"Doors, Manufacturers, Wholesalers, Metal Fabricators",[],
Manufacturing,Star Manufacturing LTD,"1132 Pride Dr New Braunfels, TX 78132",,(830) 624-7729,,"Manufacturers, Wholesalers, Metal Manufacturers",[],
Manufacturing,Power Manufacturing LLC,"6747 Signat Dr Houston, TX 77041",,(713) 466-6500,,"Manufacturers, Wholesalers",[],
Manufacturing,Diablo Manufacturing & Supplis,"3041 E Meadows Blvd Mesquite, TX 75150",,(972) 698-8755,,"Wholesalers, Manufacturers",[],
Manufacturing,Rainbow Manufacturing Inc,"1614 Miller St Houston, TX 77003",,(713) 223-0633,,"Manufacturers, Wholesalers",[],
Manufacturing,Kff Manufacturing Inc,"5420 Jessamine St Houston, TX 77081",,(713) 668-2729,,"Manufacturers, Wholesalers",[],
Manufacturing,S & G Manufacturing,"4709 Sh # 36 Rosenberg, TX 77471",,(281) 232-0303,,"Wholesalers, Manufacturers, Machine Shops, Other Manufacturers",[],
Manufacturing,Swiftex Manufacturing Corp,"668 Highway 71 W Bastrop, TX 78602",,(512) 321-2574,,"Exporters, Wood Furniture Manufacturers, Government Contractors, Wholesalers, Other Manufacturers, Manufacturers",[],
Manufacturing,Jewelry Manufacturing Sales,"1112 N Bibb Ave Eagle Pass, TX 78852",,(830) 757-9105,,Metal Manufacturers,[],
Manufacturing,Chancellor Manufacturing Inc,"420 W Garnett St Gainesville, TX 76240",,(940) 665-6014,,"Wholesale Church Furniture, Church Furniture Manufacturers",[],
Manufacturing,Southwest Manufacturing Rsrcs,"120 S Sylvania Ave Fort Worth, TX 76111",,(817) 759-1833,,Wholesale Importers,[],
Manufacturing,Dennis Manufacturing Co,"610 Mosley Dr Athens, TX 75751",,(903) 675-5385,,"Industrial Control Manufacturers, Cotton Gins, Special Industry Machinery Manufacturers, Government Contractors, Laboratory Furniture Manufacturers, Measuring Instrument Manufacturers",[],
Manufacturing,Electronic Contract Manufacturing,"10937 Pellicano Dr El Paso, TX 79935",,(915) 590-1954,,Consumer Electronics,[],
Manufacturing,Krown Manufacturing Inc,"3408 Indale Rd Fort Worth, TX 76116",,(817) 738-2485,,"Surgical Instrument Manufacturers, Shop Online, Medical Equipment Manufacturers, Wholesale Hearing Aids",[],
Manufacturing,Corder Manufacturing Co.,"815 Cade Pkwy Dallas, TX 75217",,(972) 286-8175,Business Hours: Mon-Fri 8am-5pm,"Government Contractors, Fabricated Metal Products, Metal Manufacturers, Sheet Metal Work Contractors",[],
,,,,,,Professional Services,[],
,,,,,,"Government Contractors, Sign Manufacturers",[],
Manufacturing,Decorus Manufacturing Co,"4423 Steffani Ln Houston, TX 77041",,(713) 466-7665,,"Furniture, Vanities, Custom Furniture",[],
Manufacturing,Rt Manufacturing Inc,"2553 Summit Ave Ste 500 Plano, TX 75074",,(972) 881-1100,,Machine Shops,[],
Manufacturing,Marquis Manufacturing Jeweler,"2918 S Jupiter Rd # 3086 Garland, TX 75041",,(972) 840-0627,,"Jewelry, Visa Accepted, Discover Accepted, Mastercard Accepted, Necklaces, Jewelry Manufacturers, Jewelry & Watches",[],
Manufacturing,Rig Manufacturing LLC,"17807 Fairhaven Lake Dr Cypress, TX 77433",,(281) 909-7447,,Industrial & Commercial Machinery Manufacturers,[],
,,,,,,"Metal Fabricators, Other Plastic Product Manufacturers",[],
Manufacturing,Moccasin Manufacturing & Imprt,"2064 US Highway 96 N Center, TX 75935",,(936) 598-8345,,"Accounting, Bookkeeping, Other Manufacturers",[],
Manufacturing,Rogers Manufacturing Corp,"801 Forest Ridge Dr Ste 102 Bedford, TX 76022",,(817) 540-6400,,"Quarries, Building Materials",[],
Manufacturing,Amax's Manufacturing Co,"1917 Renner Ave Fort Worth, TX 76104",,(817) 536-4449,,"Welding, Machine Shops",[],
Manufacturing,Brothers Manufacturing Co,"615 Dallas St Winona, TX 75792",,(903) 877-2092,,"Wholesale Brooms, Housewares",[],
Manufacturing,Simmons Manufacturing Co,"2450 Esters Blvd Ste 100 Dallas, TX 75261",,(972) 456-6800,,"Mattress Manufacturers, Mattresses",[],
Manufacturing,Jimco Sales & Manufacturing,"3317 Bryan Ave Fort Worth, TX 76110",,(817) 924-0850,,"Wholesale Builders Hardware, Hardware Manufacturers",[],
Manufacturing,Accuturn Manufacturing Inc,"845 Buschong St Ste A Houston, TX 77039",,(281) 449-9000,,"General Industrial Machinery Manufacturers, Other Manufacturers",[],
Manufacturing,Dogwood Fiberglass Manufacturing,"205 Industrial Rd Colmesneil, TX 75938",,(409) 837-4466,,"Plumbing Contractors, Public Building Furniture Manufacturers, Other Plastic Product Manufacturers, Concrete Products, Septic System Repair, Sporting Goods Manufacturers, Septic Tanks, Sporting Goods",[],
Manufacturing,Grizzly Manufacturing Inc,"42134 FM 510 Los Fresnos, TX 78566",,(956) 233-1199,,"Tank Manufacturers, Tank Manufacturers",[],
Manufacturing,Formula Manufacturing Inc,"4115 Weslow St Houston, TX 77087",,(713) 643-7359,,"Oil & Gas Field Equipment Manufacturers, Machine Shops",[],
Manufacturing,Anc Manufacturing Inc,"3315 Spring Cypress Rd Ste 4C Spring, TX 77388",,(281) 907-0824,,Machine Shops,[],
Manufacturing,2 T Manufacturing,"4084 County Road 36550 Arthur City, TX 75411",,(903) 732-4056,,"Cattle Guard Manufacturers, Livestock Breeders",[],
Manufacturing,Craftmaster Manufacturing Inc,"4409 Action St Garland, TX 75042",,(972) 272-3667,,"Wood Door Manufacturers, Wholesale Doors, Doors, Windows",[],
Manufacturing,Acs Manufacturing Inc,"4200 Texoma Pkwy Sherman, TX 75090",,(903) 868-2120,,"Construction & Remodeling, Professional Engineers, Acoustical Engineers, Metal Fabricators",[],
Manufacturing,Ward Manufacturing Co,"6217 Highway 66 Greenville, TX 75402",https://apis.elocal.com/tracker/track?q=5ccc822d27f2476eb9991de9f210ab68d1cc5d4e346bea9949368024b7ffd0a1092de7d481bc74ca815d4332a3b506367ec474f343f5e1dd1136e8e48f3a0992d9c2f05ba916ffc8a487f123bf98318f648908dff18a4dfcbd104d7cf086f023ad23bdb0d8d45fddfc3874b6f841e7b0244a316dba28086e3c2ca70804370c6a8911d0542aa63f7546a664f028f51a115d95a9c76ec542df8c6b8df54ab208e6e48cf154ef5f43d5c814149deecc09862d6b95c4ec2fa14a75efd4903bfbb92b6ba60c22ce93b15727d5be0ce50d12693a7b04fc8b50b3d22561fffed0dca30383b46a1ce3037b579dc2dd6055dcaf991b492d3418ada59651752992bf5b1353a43e5561fde9cc41907b8a81d002126dbd6f353480930be79ba07f6af6a7d4058745f2cf155c854dba1e30ad90f6e86f16fc3048e03fac5d64d47c33f706843c595f8e773d54fc109edfc8904a3521a58a6ad726ba3280d5da680380798efef6148ee5aa167b8bb686041a89c879643bfd58cac9f14498f59a6186aeb806381a7b3a1346f2e0bddf492869611a69893199c75c92135296674d31f4720defdebb918f35a3b8c598c5aa3d0cddd0486e6233b1ab5ae67faace222ee0c5bf74f0d1dd6bc516db7e436431baf153faa0bffa616c38811a8fca30c8efbc3cdb3e09876c1616cfb708be8c86ff24c180d679470a56159c80004f0807e54a1767e0854fbccf87d24d4654a2fd580130054a3386ba3da34c666c7a3e03efb1bf1c33a767bed95d9c26a2f21dda5499bdfc3bd501c887de19d4085e5df6f5d13e1d2398b828bb6fb33a77bfce79d42b8459a1a0cc15a916fcbec99735b220505ab44f15e7dfb3cfe8556bbc1706339b0db2dd63d5acd0911d6bf1f9c112cac13a383dc97f1ae0a10d709ce3ed2235ce18411b2e9ca64c60ffaf06a7ccca840dfe4353301498d820d9f8955d619c064b89baf2044b061925d0119a1cf0d5d9dc8bc7ff9ec9,(903) 455-4651,"Business Hours: Mon - Fri 7:00 am - 4:00 pm, Sat - Sun Closed","Ward Manufacturing Company of Greenville, Texas has been making fine quality pews for more than 50 years. Founded by Edwin Ward in 1948, we continue to provide the best quality pews and other church furniture available. As pew construction has changed over the past 30 years, Ward is one of very few companies that have retained features that add strength and durability to your pews. We offer more than the attractive appearance of Ward Pews. We refuse to compromise quality to lower initial costs. Instead, we choose to offer churches a pew with more solid wood, properly joined, resulting in more value for your money.",['info@wardmanufacturing.com'],"Ward Manufacturing Company of Greenville, Texas has been making fine quality pews for more than 50 years. Founded by Edwin Ward in 1948, we continue to provide the best quality pews and other church furniture available. As pew construction has changed over the past 30 years, Ward is one of very few companies that have retained features that add strength and durability to your pews. We offer more than the attractive appearance of Ward Pews. We refuse to compromise quality to lower initial costs. Instead, we choose to offer churches a pew with more solid wood, properly joined, resulting in more value for your money."
Manufacturing,Caco Manufacturing Corp,"5727 Plainview St Houston, TX 77087",,(713) 644-3176,,"Chemical Engineers, General Merchandise Stores",[],
Manufacturing,Mirsa Manufacturing Llc,"5800 S 42nd St Ste A McAllen, TX 78503",,(956) 631-5090,,"Other Manufacturers, Inspection Services, Wholesalers",[],
Manufacturing,Alcon Manufacturing Ltd,"9965 Buffalo Speedway Houston, TX 77054",,(713) 668-9100,,"Pharmaceutical Research, Drug Manufacturers, Wholesale Pharmaceutical Products, Optical Laboratories, Other Manufacturers",[],
Manufacturing,Gerber Manufacturing Company,"1500 S 25th Ave Edinburg, TX 78542",,(956) 383-0636,,"Women's Clothing Manufacturers, Wholesale Men's & Boys' Clothing, Clothing Manufacturers, Wholesale Clothing",[],
Manufacturing,Shadow Manufacturing Llc,"403 S Persimmon St Tomball, TX 77375",,(281) 255-4942,,Machine Shops,[],
Manufacturing,Weissker Manufacturing Lp,"10658 W State Highway 294 Palestine, TX 75801",,(903) 538-2271,,Wholesale Industrial Glass Beads,[],
Manufacturing,Mantua Manufacturing Inc,"5534 Armour Dr Houston, TX 77020",,(713) 672-9811,,"Household Furniture Manufacturers, Beds, Wholesale Importers",[],
,,,,,,"Automotive Repair, Machine Shops",[],
Manufacturing,Ag Manufacturing Co,"6500 Greenbriar Dr Houston, TX 77030",,(713) 666-2646,,Promotional Advertising,[],
Manufacturing,Metro Manufacturing Support,"8949 Forest Hill Dr Fort Worth, TX 76140",,(817) 293-7979,,Government Contractors,[],
Manufacturing,Txc Manufacturing Co,"3300 X a Meyer Rd Granbury, TX 76049",,(817) 579-8984,,Business Services,[],
Manufacturing,Commercial Manufacturing Co,"1713 W 24th St Texarkana, TX 75501",,(903) 794-1321,,"Government Contractors, Powder Coating, Metal Finishing",[],
Manufacturing,Ferris Manufacturing Corp,"5133 Northeast Pkwy Fort Worth, TX 76106",,(817) 624-6900,,"Other Plastic Product Manufacturers, Engineering, Government Contractors",[],
Manufacturing,Bedrock Manufacturing Co,"1039 E 15th St Plano, TX 75074",,(972) 422-4372,,Investments,[],
Manufacturing,Dayton Manufacturing & Fab,"1923 County Road 678 Dayton, TX 77535",,(936) 257-9184,,"Oil Field Contractors, Oil & Gas Production",[],
Manufacturing,Jamieson Manufacturing Co,"4221 Platinum Way Dallas, TX 75237",,(214) 339-2691,,"Metal Manufacturers, Wholesale Building Materials, Fence Contractors",[],
Manufacturing,Dansco Manufacturing Inc,"6010 US Highway 277 Abilene, TX 79601",,(325) 676-9308,"Business Hours: Mon-Fri 8am-12pm, Mon-Thu 1pm-5pm, Fri 1pm-4:30pm","Pump Manufacturers, Wholesale Oil Field Equipment, Wholesale Oil Field Supplies",[],
Manufacturing,Shel-Crete Manufacturing,"PO Box 181 Idalou, TX 79329",,(806) 781-0181,,"Septic Tanks, Plumbing Contractors, Storm Shelters",[],
Manufacturing,Cleaning Service Manufacturing,"6200 Loyola Ln Austin, TX 78724",,(512) 551-9599,,Janitors,[],
Manufacturing,Richlo Manufacturing Co,"4922 S Presa St San Antonio, TX 78223",,(210) 532-8138,,Machine Shops,[],
Manufacturing,Bianco Brothers Manufacturing,"3008 Stuart Dr Fort Worth, TX 76104",,(817) 332-2702,,"Furniture Repair, Wholesale Restaurant Supplies, Restaurant Equipment Manufacturers, Restaurant Equipment, Upholstery",[],
Manufacturing,Regis Manufacturing Co.,"1500 Corinth St Dallas, TX 75215",,(214) 421-5171,,"Government Contractors, Engine Repair, Grinding Wheel Manufacturers",[],
Manufacturing,Gee Manufacturing Inc,"520 Sampson St Houston, TX 77003",,(713) 228-8944,,"Fabricated Metal Products, Beds, Other Wood Product Manufacturers, Hardware Manufacturers, Metal Furniture Manufacturers, Metal Manufacturers",[],
,,,,,,"Wholesale Guns & Gunsmiths, Firearm Manufacturers, Government Contractors, Fabricated Metal Products, Structural Steel Erection, Metal Manufacturers, Fabricated Structural Metal Manufacturers, Guns & Gunsmiths, Sporting Goods, Guns",[],
Manufacturing,Kantex Manufacturing LLC,"1293 County Road 286 Terrell, TX 75160",,(505) 330-1619,,Unclassified,[],
Manufacturing,Merrimac Manufacturing Inc,"909 Farquhar St Navasota, TX 77868",,(936) 825-3311,,"Oil & Gas Field Equipment Manufacturers, Wholesale Oil Field Supplies, Wholesale Drilling & Boring Equipment",[],
,,,,,,"Agricultural Services, Professional Services",[],
Manufacturing,Rendon Manufacturing Co,"2346 Doreen St Grand Prairie, TX 75050",,(972) 660-7120,,"Sheet Metal Work Contractors, Welding",[],
Manufacturing,Fastener Manufacturing Co,"1401 Lathrop St Houston, TX 77020",,(713) 672-9401,,"Wholesale Importers, Metal Manufacturers, Screw Machine Products, Wholesale Nuts & Bolts, Hardware Manufacturers",[],
Manufacturing,Premier Manufacturing Support,"3200 Airport Rd Denton, TX 76207",,(940) 566-7370,,Janitors,[],
,,,,,,"Government Contractors, Farm Equipment Manufacturers, Wholesale Farm Equipment",[],
Manufacturing,Jonsil Manufacturing Co,"6460 Hiller St Ste C El Paso, TX 79925",,(915) 544-4244,Business Hours: Hours: 9-5 EST ; Mon-Fri.,"Mastercard Accepted, Wholesale Jewelers Supplies, Jewelry Repair, Discover Accepted, Visa Accepted, Jewelry & Watches, Jewelry Manufacturers, Jewelry, Wholesale Jewelry, Necklaces",[],
Manufacturing,3-H Manufacturing,"1318 Newlin Dr Richmond, TX 77406",,(281) 342-1478,,"Lighting Equipment Manufacturers, Wholesale Electric Switches, Electrical Equipment Manufacturers, Wholesale Power Equipment",[],
Manufacturing,Ellisville Manufacturing Co,"2022 Shields Pkwy Waxahachie, TX 75165",,(972) 938-1101,,"Household Furniture Manufacturers, Wholesale Furniture, Wood Furniture Manufacturers, Furniture & Fixture Manufacturers",[],
